,Year,Area,Variable,Share of production (%),Change on last year (%)
5999,2016,Ireland,Nuclear,0.0,
6000,2016,Ireland,Renewables,24.8616575025123,-4.4271418000903795
6001,2016,Ireland,Hydro,2.25348193194072,-15.5569194906322
6002,2016,Ireland,Wind,20.3402963699757,-6.48037623014641
6003,2016,Ireland,Solar,0.0203831705161409,80.75117370892009
6004,2016,Ireland,Bioenergy,2.2474960300797298,41.921113611527204
6005,2016,Ireland,Other renewables,0.0,
6012,2016,Italy,Nuclear,0.0,
6013,2016,Italy,Renewables,37.608662842411604,-0.8111754953371021
6014,2016,Italy,Hydro,14.7745041053089,-6.819829816965081
6015,2016,Italy,Wind,6.1590976233096395,19.164717154178398
6016,2016,Italy,Solar,7.696581431612481,-3.65236678343551
6017,2016,Italy,Bioenergy,6.78883314469025,0.5766746848784079
6018,2016,Italy,Other renewables,2.1896465374903302,1.67506040044489
6025,2016,Latvia,Nuclear,0.0,
6026,2016,Latvia,Renewables,54.183167107249005,25.3622687435637
6027,2016,Latvia,Hydro,39.366386194193,35.969801462624105
6028,2016,Latvia,Wind,1.99030874382507,-13.080504298773198
6029,2016,Latvia,Solar,0.00594498307236102,62.5531914893616
6030,2016,Latvia,Bioenergy,12.8205271861585,7.05644611076097
6031,2016,Latvia,Other renewables,0.0,
6038,2016,Lithuania,Nuclear,0.0,
6039,2016,Lithuania,Renewables,61.503626937225896,24.7656492363169
6040,2016,Lithuania,Hydro,13.314424475963099,29.8786266689192
6041,2016,Lithuania,Wind,33.3425793595233,40.1812830496029
6042,2016,Lithuania,Solar,1.95135181305767,-9.32031154092726
6043,2016,Lithuania,Bioenergy,12.8952712886817,-1.61267205045172
6044,2016,Lithuania,Other renewables,0.0,
6051,2016,Luxembourg,Nuclear,0.0,
6052,2016,Luxembourg,Renewables,58.254219644488494,6.13227913627645
6053,2016,Luxembourg,Hydro,14.705016684908099,16.2796086768157
6054,2016,Luxembourg,Wind,12.930771965277,-0.355431623595936
6055,2016,Luxembourg,Solar,12.778129582934598,-3.30984082297702
6056,2016,Luxembourg,Bioenergy,17.8403014113686,11.157156012829
6057,2016,Luxembourg,Other renewables,0.0,
6064,2016,Malta,Nuclear,0.0,
6065,2016,Malta,Renewables,15.8969249221779,33.9816899884947
6066,2016,Malta,Hydro,0.0,
6067,2016,Malta,Wind,0.00676713134301888,0.0
6068,2016,Malta,Solar,14.920941237965,34.6299610485314
6069,2016,Malta,Bioenergy,0.969216552869963,25.011286681715497
6070,2016,Malta,Other renewables,0.0,
6077,2016,Netherlands,Nuclear,3.4412555090503196,-2.86975717439293
6078,2016,Netherlands,Renewables,12.84118223464,7.97899155826007
6079,2016,Netherlands,Hydro,0.0869690429520827,7.96125093043074
6080,2016,Netherlands,Wind,7.10015739398934,8.21975307137576
6081,2016,Netherlands,Solar,1.3919800323756102,44.50009426992229
6082,2016,Netherlands,Bioenergy,4.26207576532305,-0.59446079284815
6083,2016,Netherlands,Other renewables,0.0,
6090,2016,Poland,Nuclear,0.0,
6091,2016,Poland,Renewables,13.7321630563035,0.5435534669034899
6092,2016,Poland,Hydro,1.2881464594766698,16.769494093426598
6093,2016,Poland,Wind,7.57890570355314,15.925279726736
6094,2016,Poland,Solar,0.0745843282175257,118.709722982397
6095,2016,Poland,Bioenergy,4.79052656505616,-19.929945684054502
6096,2016,Poland,Other renewables,0.0,
6103,2016,Portugal,Nuclear,0.0,
6104,2016,Portugal,Renewables,54.6312401561323,32.5715326260464
6105,2016,Portugal,Hydro,26.585646615823002,81.55201324264421
6106,2016,Portugal,Wind,21.091718850261604,7.4645504968366305
6107,2016,Portugal,Solar,1.4720516585886698,9.350942969647859
6108,2016,Portugal,Bioenergy,5.1916374362447,-1.07853835291661
6109,2016,Portugal,Other renewables,0.29018559521424203,-15.7038026660903
6116,2016,Romania,Nuclear,17.4719289218524,-3.0412371134020697
6117,2016,Romania,Renewables,41.7504869530004,2.93354012092983
6118,2016,Romania,Hydro,27.909582783310398,8.39420115719764
6119,2016,Romania,Wind,10.2020212293999,-6.69594629990669
6120,2016,Romania,Solar,2.81715425129448,-8.186579212916241
6121,2016,Romania,Bioenergy,0.821567685929089,1.4625976499019298
6122,2016,Romania,Other renewables,0.000161003066442729,0.0
6129,2016,Slovakia,Nuclear,55.36028778056729,-2.45609401822264
6130,2016,Slovakia,Renewables,24.8398096451455,9.75165562913908
6131,2016,Slovakia,Hydro,16.3337954809457,12.7521986549405
6132,2016,Slovakia,Wind,0.0224828568216734,0.0
6133,2016,Slovakia,Solar,1.9972271143253202,5.33596837944665
6134,2016,Slovakia,Bioenergy,6.48630419305279,4.1516245487364705
6135,2016,Slovakia,Other renewables,0.0,
6142,2016,Slovenia,Nuclear,35.2346718542296,1.18626062322946
6143,2016,Slovenia,Renewables,31.167067893914197,16.1871122828605
6144,2016,Slovenia,Hydro,27.7640397836745,18.286156616682803
6145,2016,Slovenia,Wind,0.0356230855597093,-4.147312541473109
6146,2016,Slovenia,Solar,1.6490442957470701,-2.4650660754397697
6147,2016,Slovenia,Bioenergy,1.71836072893291,5.7400838439213
6148,2016,Slovenia,Other renewables,0.0,
6155,2016,Spain,Nuclear,21.620189723958802,2.5124134554863997
6156,2016,Spain,Renewables,38.582134366236,7.77101471311181
6157,2016,Spain,Hydro,13.4203456888872,29.336833688699304
6158,2016,Spain,Wind,18.0331106791432,-0.8514951849974631
6159,2016,Spain,Solar,5.0305870576764695,-1.5637268250249898
6160,2016,Spain,Bioenergy,2.0980909405291297,-1.2823904875998602
6161,2016,Spain,Other renewables,0.0,
6168,2016,Sweden,Nuclear,40.4777354237269,11.984453751685901
6169,2016,Sweden,Renewables,57.1725404061788,-13.044197946228001
6170,2016,Sweden,Hydro,39.782735381453705,-17.653012683873502
6171,2016,Sweden,Wind,9.92939678648309,-5.16480823428501
6172,2016,Sweden,Solar,0.0917309736072797,47.4226804123711
6173,2016,Sweden,Bioenergy,7.3686772646347105,6.70764514630748
6174,2016,Sweden,Other renewables,0.0,
6181,2016,United Kingdom,Nuclear,21.422251623585,1.96343865828403
6182,2016,United Kingdom,Renewables,24.3737230058982,-1.17236653399422
6183,2016,United Kingdom,Hydro,1.6109857898826399,-14.3452502981848
6184,2016,United Kingdom,Wind,11.0969754422831,-7.74623654109168
6185,2016,United Kingdom,Solar,3.1085077841928,38.166838004774796
6186,2016,United Kingdom,Bioenergy,8.55725130153188,0.6391797356725339
6187,2016,United Kingdom,Other renewables,2.6880077919253e-06,-99.54977488744369
6194,2017,Austria,Nuclear,0.0,
6195,2017,Austria,Renewables,75.7154190319841,-0.0536269129816413
6196,2017,Austria,Hydro,56.7900871687704,-4.19697494732285
6197,2017,Austria,Wind,9.74562905227442,25.534180809415602
6198,2017,Austria,Solar,1.88189910114945,15.7803353235719
6199,2017,Austria,Bioenergy,7.29766875570644,2.9390119715133602
6200,2017,Austria,Other renewables,0.000134954083430275,333.33333333333303
6207,2017,Belgium,Nuclear,49.6283176688084,-2.97819543689543
6208,2017,Belgium,Renewables,18.636416523968002,10.589597310755499
6209,2017,Belgium,Hydro,0.317443154639829,-26.9999999999999
6210,2017,Belgium,Wind,7.65542197844301,19.7877779208121
6211,2017,Belgium,Solar,3.88700387019736,6.85599819068851
6212,2017,Belgium,Bioenergy,6.77654752068786,6.072703189962819
6213,2017,Belgium,Other renewables,0.0,
6220,2017,Bulgaria,Nuclear,34.6117456047778,-1.46108646044624
6221,2017,Bulgaria,Renewables,13.650801651985901,-12.968689604598902
6222,2017,Bulgaria,Hydro,6.29671531162228,-27.107779131212002
6223,2017,Bulgaria,Wind,3.3487687041312997,5.550572994519169
6224,2017,Bulgaria,Solar,3.1236737831578796,1.20248576240988
6225,2017,Bulgaria,Bioenergy,0.8816438530744821,11.9811432805261
6226,2017,Bulgaria,Other renewables,0.0,
6233,2017,Croatia,Nuclear,0.0,
6234,2017,Croatia,Renewables,60.3885192477425,-14.917678546489698
6235,2017,Croatia,Hydro,45.0420938285015,-22.543442527610804
6236,2017,Croatia,Wind,10.2179374024034,18.7086393071517
6237,2017,Croatia,Solar,0.667900061103944,20.0775087349903
6238,2017,Croatia,Bioenergy,4.46058795573358,21.829105473965303
6239,2017,Croatia,Other renewables,0.0,
6246,2017,Cyprus,Nuclear,0.0,
6247,2017,Cyprus,Renewables,8.69662784389228,2.48481722982438
6248,2017,Cyprus,Hydro,0.0,
6249,2017,Cyprus,Wind,4.22527133812182,-6.72824557456738
6250,2017,Cyprus,Solar,3.43725927265497,17.867984130138304
6251,2017,Cyprus,Bioenergy,1.0340972331154898,-0.520943465139078
6252,2017,Cyprus,Other renewables,0.0,
6259,2017,Czech Republic,Nuclear,33.0389217631836,17.5721871888483
6260,2017,Czech Republic,Renewables,11.216192583119,2.52637050876525
6261,2017,Czech Republic,Hydro,2.17946177204647,-6.52848248731522
6262,2017,Czech Republic,Wind,0.689044949154841,18.9314166014363
6263,2017,Czech Republic,Solar,2.5570749308722998,2.9046824821542
6264,2017,Czech Republic,Bioenergy,5.790610931045411,4.450753154880941
6265,2017,Czech Republic,Other renewables,0.0,
6272,2017,Denmark,Nuclear,0.0,
6273,2017,Denmark,Renewables,70.2699598772284,18.613253652455498
6274,2017,Denmark,Hydro,0.0575709003791155,-7.26961394769611
6275,2017,Denmark,Wind,47.613334877921,15.6337901337463
6276,2017,Denmark,Solar,2.4208868038386,1.03592460136059
6277,2017,Denmark,Bioenergy,20.1781672950896,29.2742653514519
6278,2017,Denmark,Other renewables,0.0,
6285,2017,Estonia,Nuclear,0.0,
6286,2017,Estonia,Renewables,13.9438290343048,18.2135715115473
6287,2017,Estonia,Hydro,0.20127746160013102,-25.714285714285698
6288,2017,Estonia,Wind,5.59706172064979,21.7171717171717
6289,2017,Estonia,Solar,0.11218896051958001,49.757156143432894
6290,2017,Estonia,Bioenergy,8.03330089153528,17.2543502824858
6291,2017,Estonia,Other renewables,0.0,
6298,2017,Finland,Nuclear,33.4859541193712,-3.12890574494677
6299,2017,Finland,Renewables,46.8936112637232,3.5011032009547995
6300,2017,Finland,Hydro,22.006350189514297,-6.50452395249434
6301,2017,Finland,Wind,7.1438172045013095,56.2949126168783
6302,2017,Finland,Solar,0.0722740620275418,119.85407414121201
6303,2017,Finland,Bioenergy,17.67116980768,2.94039872346147
6304,2017,Finland,Other renewables,0.0,
6311,2017,France,Nuclear,71.63742457802721,-1.1995057523983
6312,2017,France,Renewables,16.6553425422896,-6.460127502629451
6313,2017,France,Hydro,8.991789107823,-17.8140922605668
6314,2017,France,Wind,4.425546093096339,15.099646489609599
6315,2017,France,Solar,1.72366141849931,10.690667455041801
6316,2017,France,Bioenergy,1.39658593911273,3.06163520510234
6317,2017,France,Other renewables,0.11775998375821499,9.482195074240812
6324,2017,Germany,Nuclear,11.7765087204815,-9.81087470449172
6325,2017,Germany,Renewables,33.4156505633585,14.127569847126999
6326,2017,Germany,Hydro,3.11776508720481,-1.46341463414634
6327,2017,Germany,Wind,16.3142460256212,32.125
6328,2017,Germany,Solar,6.081185368112361,3.4120734908136403
6329,2017,Germany,Bioenergy,7.8715851211606696,0.196463654223966
6330,2017,Germany,Other renewables,0.0308689612594536,0.0
6337,2017,Greece,Nuclear,0.0,
6338,2017,Greece,Renewables,25.0069425280441,-7.33163745091213
6339,2017,Greece,Hydro,7.17998007930228,-28.513791848702503
6340,2017,Greece,Wind,10.032803739452302,7.6000564333208205
6341,2017,Greece,Solar,7.23240010705064,1.57164029156304
6342,2017,Greece,Bioenergy,0.561758602238895,13.0540057615869
6343,2017,Greece,Other renewables,0.0,
6350,2017,Hungary,Nuclear,49.0747797457549,0.27407499688552
6351,2017,Hungary,Renewables,10.6148827851111,6.87108652168988
6352,2017,Hungary,Hydro,0.670670365515349,-15.161097506893102
6353,2017,Hungary,Wind,2.31076425936652,10.868636754561999
6354,2017,Hungary,Solar,1.06392707984025,43.0327868852459
6355,2017,Hungary,Bioenergy,6.5664725787275495,4.00149870311967
6356,2017,Hungary,Other renewables,0.0030485016614334,inf
6363,2017,Ireland,Nuclear,0.0,
6364,2017,Ireland,Renewables,28.9518730955514,18.179359558679
6365,2017,Ireland,Hydro,2.25503272636284,1.55324694394478
6366,2017,Ireland,Wind,24.2719407684117,21.0994782369344
6367,2017,Ireland,Solar,0.0352176154201833,75.3409090909091
6368,2017,Ireland,Bioenergy,2.3896819853566296,7.90367129160676
6369,2017,Ireland,Other renewables,0.0,
6376,2017,Italy,Nuclear,0.0,
6377,2017,Italy,Renewables,35.4160215853521,-3.8181648299347697
6378,2017,Italy,Hydro,12.3405303336903,-14.6895782488945
6379,2017,Italy,Wind,6.048407973435331,0.3009779706445
6380,2017,Italy,Solar,8.31062438582579,10.285131023844698
6381,2017,Italy,Bioenergy,6.6024169626320495,-0.668043134711759
6382,2017,Italy,Other renewables,2.11404192976867,-1.39004508654028
6389,2017,Latvia,Nuclear,0.0,
6390,2017,Latvia,Renewables,72.5210853160105,56.873907466309795
6391,2017,Latvia,Hydro,58.1663798372342,73.1798233736743
6392,2017,Latvia,Wind,1.9917173768975902,17.2892117383043
6393,2017,Latvia,Solar,0.00584237097223293,15.183246073298399
6394,2017,Latvia,Bioenergy,12.3571457309065,12.969990070333099
6395,2017,Latvia,Other renewables,0.0,
6402,2017,Lithuania,Nuclear,0.0,
6403,2017,Lithuania,Renewables,75.57667814449309,21.1215034447738
6404,2017,Lithuania,Hydro,17.9388511671439,32.8025484727901
6405,2017,Lithuania,Wind,40.6138468268519,20.0629787893353
6406,2017,Lithuania,Solar,2.0258368723215603,2.33002406738866
6407,2017,Lithuania,Bioenergy,14.998143278175599,14.641324759574301
6408,2017,Lithuania,Other renewables,0.0,
6415,2017,Luxembourg,Nuclear,0.0,
6416,2017,Luxembourg,Renewables,66.79713358469911,31.3175985284437
6417,2017,Luxembourg,Hydro,9.52901739274587,-25.787836514716602
6418,2017,Luxembourg,Wind,26.1256109378598,131.384624480223
6419,2017,Luxembourg,Solar,12.067225694046499,8.15152361199744
6420,2017,Luxembourg,Bioenergy,19.075279560046802,22.450684911939803
6421,2017,Luxembourg,Other renewables,0.0,
6428,2017,Malta,Nuclear,0.0,
6429,2017,Malta,Renewables,10.4146826537994,26.256146788990698
6430,2017,Malta,Hydro,0.0,
6431,2017,Malta,Wind,0.00351143790355048,0.0
6432,2017,Malta,Solar,9.821733984361991,26.8561598310982
6433,2017,Malta,Bioenergy,0.589437231533923,17.202359455880497
6434,2017,Malta,Other renewables,0.0,
6441,2017,Netherlands,Nuclear,2.90469788940426,-14.0788383838383
6442,2017,Netherlands,Renewables,14.885552455768199,17.9983782793925
6443,2017,Netherlands,Hydro,0.051868294127555,-39.290960141488206
6444,2017,Netherlands,Wind,9.022603177627712,29.3540323029745
6445,2017,Netherlands,Solar,1.88461517775713,37.8179448137139
6446,2017,Netherlands,Bioenergy,3.9264658062558597,-6.222911649644719
6447,2017,Netherlands,Other renewables,0.0,
6454,2017,Poland,Nuclear,0.0,
6455,2017,Poland,Renewables,14.1953947571717,5.76465203492855
6456,2017,Poland,Hydro,1.50626286870222,19.637560377779998
6457,2017,Poland,Wind,8.773676186164481,18.4423785649198
6458,2017,Poland,Solar,0.0973717077303183,33.5725529767911
6459,2017,Poland,Bioenergy,3.8180839945747502,-18.4555800639732
6460,2017,Poland,Other renewables,0.0,
6467,2017,Portugal,Nuclear,0.0,
6468,2017,Portugal,Renewables,39.123719274463795,-30.135620173140897
6469,2017,Portugal,Hydro,10.2204182565145,-62.49594948854
6470,2017,Portugal,Wind,21.227855530507604,-1.8137025721142501
6471,2017,Portugal,Solar,1.7185375461195298,13.8918657528172
6472,2017,Portugal,Bioenergy,5.5813863443109,4.8804310513847105
6473,2017,Portugal,Other renewables,0.37552159701112003,26.2454696950274
6480,2017,Romania,Nuclear,18.0002555944282,1.9747031720715702
6481,2017,Romania,Renewables,37.9778739557864,-9.96243614599048
6482,2017,Romania,Hydro,22.6698228454716,-19.6012282308495
6483,2017,Romania,Wind,11.5843333909784,12.3930500758725
6484,2017,Romania,Solar,2.90233713749661,1.97456562523696
6485,2017,Romania,Bioenergy,0.8213805818397101,-1.0409050824206998
6486,2017,Romania,Other renewables,0.0,-100.0
6493,2017,Slovakia,Nuclear,55.2741533499486,2.0779748206308297
6494,2017,Slovakia,Renewables,23.9407711479255,-1.4632674611555299
6495,2017,Slovakia,Hydro,15.848116112007,-0.802936453314984
6496,2017,Slovakia,Wind,0.0219909104236915,0.0
6497,2017,Slovakia,Solar,1.8545667790646498,-5.0656660412758
6498,2017,Slovakia,Bioenergy,6.216097346430139,-2.0219526285384197
6499,2017,Slovakia,Other renewables,0.0,
6506,2017,Slovenia,Nuclear,39.1638136787891,9.97851268591425
6507,2017,Slovenia,Renewables,27.6837173817247,-12.113623838383901
6508,2017,Slovenia,Hydro,24.103826160818702,-14.0993547587678
6509,2017,Slovenia,Wind,0.0356166541381118,-1.07303565247489
6510,2017,Slovenia,Solar,1.7687880966101102,6.12961356702759
6511,2017,Slovenia,Bioenergy,1.7754864701577802,2.2341818703693797
6512,2017,Slovenia,Other renewables,0.0,
6519,2017,Spain,Nuclear,21.268510409070398,-1.01308137055924
6520,2017,Spain,Renewables,32.219929861078,-15.9691854518808
6521,2017,Spain,Hydro,6.7141344219402095,-49.658452575786704
6522,2017,Spain,Wind,18.0026897580317,0.453941314793993
6523,2017,Spain,Solar,5.27581013386493,5.528732152582361
6524,2017,Spain,Bioenergy,2.22729554724116,6.82029480151775
6525,2017,Spain,Other renewables,0.0,
6532,2017,Sweden,Nuclear,40.003653524128396,4.11245463621812
6533,2017,Sweden,Renewables,57.8827827675445,6.654982318529741
6534,2017,Sweden,Hydro,39.66692038362,5.03960491189916
6535,2017,Sweden,Wind,10.7224843964073,13.760578848762801
6536,2017,Sweden,Solar,0.140051758258486,60.8391608391608
6537,2017,Sweden,Bioenergy,7.35332622925864,5.1268216338393495
6538,2017,Sweden,Other renewables,0.0,
6545,2017,United Kingdom,Nuclear,21.107376990180303,-1.9374472724921599
6546,2017,United Kingdom,Renewables,29.1203917027216,18.9075373800315
6547,2017,United Kingdom,Hydro,1.7710094177595201,9.41155859107769
6548,2017,United Kingdom,Wind,14.894467385353801,33.5839854852156
6549,2017,United Kingdom,Solar,3.4436883914384904,10.256938946494499
6550,2017,United Kingdom,Bioenergy,9.009967923619321,4.79076295952858
6551,2017,United Kingdom,Other renewables,0.00125858455044071,46499.999999999905
6558,2018,Austria,Nuclear,0.0,
6559,2018,Austria,Renewables,76.97136417211121,-1.9961760578743402
6560,2018,Austria,Hydro,57.8991208090242,-1.7126554594418202
6561,2018,Austria,Wind,9.27672490850961,-8.23375324183434
6562,2018,Austria,Solar,2.21155079915453,13.2918719182707
6563,2018,Austria,Bioenergy,7.583599997126419,0.181940370786071
6564,2018,Austria,Other renewables,0.000367658296471743,162.637362637362
6571,2018,Belgium,Nuclear,38.8648110170194,-32.2776056911724
6572,2018,Belgium,Renewables,23.293200526768498,8.08664942927412
6573,2018,Belgium,Hydro,0.426062812666908,16.0681229174379
6574,2018,Belgium,Wind,10.1449157183881,14.5999969295484
6575,2018,Belgium,Solar,5.30274922635962,17.9753877785504
6576,2018,Belgium,Bioenergy,7.419472769353911,-5.31746995265265
6577,2018,Belgium,Other renewables,0.0,
6584,2018,Bulgaria,Nuclear,34.6487800855218,3.72958114757204
6585,2018,Bulgaria,Renewables,19.9827130847801,51.6821497173514
6586,2018,Bulgaria,Hydro,11.058576239073501,81.97986424115379
6587,2018,Bulgaria,Wind,2.83228267170465,-12.3625723373473
6588,2018,Bulgaria,Solar,2.8852530184954,-4.29019968424017
6589,2018,Bulgaria,Bioenergy,3.2066011555064704,276.86858712918
6590,2018,Bulgaria,Other renewables,0.0,
6597,2018,Croatia,Nuclear,0.0,
6598,2018,Croatia,Renewables,72.1989710430552,37.4608260606827
6599,2018,Croatia,Hydro,56.842858935465,45.097411161774104
6600,2018,Croatia,Wind,9.85702370144009,10.9136212624584
6601,2018,Croatia,Solar,0.5528613713028779,-4.82846251588309
6602,2018,Croatia,Bioenergy,4.93146438140791,27.1118721461187
6603,2018,Croatia,Other renewables,0.0147626534393291,inf
6610,2018,Cyprus,Nuclear,0.0,
6611,2018,Cyprus,Renewables,9.43429856772966,9.70058201653911
6612,2018,Cyprus,Hydro,0.0,
6613,2018,Cyprus,Wind,4.36789000125875,4.5363399039007195
6614,2018,Cyprus,Solar,3.9421076729149105,15.975536732688802
6615,2018,Cyprus,Bioenergy,1.12430089355599,9.943961352657
6616,2018,Cyprus,Other renewables,0.0,
6623,2018,Czech Republic,Nuclear,34.449181152822106,5.58127496506655
6624,2018,Czech Republic,Renewables,10.851614143983701,-2.03233665393495
6625,2018,Czech Republic,Hydro,1.8753142112373102,-12.8718178044615
6626,2018,Czech Republic,Wind,0.701537427683203,3.09489406772489
6627,2018,Czech Republic,Solar,2.71584085626964,7.54611517361207
6628,2018,Czech Republic,Bioenergy,5.55892164879359,-2.7924424066303395
6629,2018,Czech Republic,Other renewables,0.0,
6636,2018,Denmark,Nuclear,0.0,
6637,2018,Denmark,Renewables,68.36090692880711,-4.80125459089614
6638,2018,Denmark,Hydro,0.0489258420589411,-16.8373342286385
6639,2018,Denmark,Wind,45.7549885874267,-5.96209066305818
6640,2018,Denmark,Solar,3.1371959685395803,26.811978948348898
6641,2018,Denmark,Bioenergy,19.419796530781802,-5.8205669504894
6642,2018,Denmark,Other renewables,0.0,
6649,2018,Estonia,Nuclear,0.0,
6650,2018,Estonia,Renewables,16.090888834626902,10.4158188489517
6651,2018,Estonia,Hydro,0.12136116743617699,-42.3076923076923
6652,2018,Estonia,Wind,5.14571349929392,-12.0331950207468
6653,2018,Estonia,Solar,0.249211111957942,112.544852332321
6654,2018,Estonia,Bioenergy,10.574603055938901,25.951502407726302
6655,2018,Estonia,Other renewables,0.0,
6662,2018,Finland,Nuclear,32.5697440923774,1.40588156782488
6663,2018,Finland,Renewables,45.9263285049005,2.10794259921247
6664,2018,Finland,Hydro,19.0064297558942,-9.954087843260538
6665,2018,Finland,Wind,8.34308439434708,21.7608804819493
6666,2018,Finland,Solar,0.128925773734688,85.98107723702921
6667,2018,Finland,Bioenergy,18.4478885809245,8.841080207396368
6668,2018,Finland,Other renewables,0.0,
6675,2018,France,Nuclear,71.6949789725021,3.66068754006136
6676,2018,France,Renewables,19.688073102973,22.437640514239604
6677,2018,France,Hydro,11.3347158362428,30.565919572781898
6678,2018,France,Wind,4.965366992501901,16.2116833473272
6679,2018,France,Solar,1.83494467007595,10.2646542753473
6680,2018,France,Bioenergy,1.44719622948221,7.33097255749384
6681,2018,France,Other renewables,0.10584937467014,-6.8986738664337395
6688,2018,Germany,Nuclear,11.923438970818902,-0.393184796854517
6689,2018,Germany,Renewables,35.28396611233129,3.8799076212471197
6690,2018,Germany,Hydro,2.8239723878255405,-10.891089108910801
6691,2018,Germany,Wind,17.2576090367116,4.06811731315042
6692,2018,Germany,Solar,7.1854408534672105,16.243654822335
6693,2018,Germany,Bioenergy,7.9855663633511105,-0.19607843137253697
6694,2018,Germany,Other renewables,0.0313774709758393,0.0
6701,2018,Greece,Nuclear,0.0,
6702,2018,Greece,Renewables,30.3277773199475,17.0087918742929
6703,2018,Greece,Hydro,10.786560847045697,44.94334073513821
6704,2018,Greece,Wind,11.8322873395297,13.784970056819699
6705,2018,Greece,Solar,7.119085686503249,-5.0313455395083
6706,2018,Greece,Bioenergy,0.58984344686879,1.3037532093875501
6707,2018,Greece,Other renewables,0.0,
6714,2018,Hungary,Nuclear,49.3739212301898,-2.26736240526772
6715,2018,Hungary,Renewables,11.7778126471049,7.782883400344629
6716,2018,Hungary,Hydro,0.6966891573827081,0.909090909090903
6717,2018,Hungary,Wind,1.9049113447356,-19.9208443271767
6718,2018,Hungary,Solar,1.94570845755531,77.6504297994269
6719,2018,Hungary,Bioenergy,7.19284481405931,6.406685236768791
6720,2018,Hungary,Other renewables,0.0376588733720382,1100.0
6727,2018,Ireland,Nuclear,0.0,
6728,2018,Ireland,Renewables,32.99617878784311,14.8122608211871
6729,2018,Ireland,Hydro,2.24652098993219,0.359599365531981
6730,2018,Ireland,Wind,27.9638345367654,16.0629239215226
6731,2018,Ireland,Solar,0.0539095126112041,54.2079437089158
6732,2018,Ireland,Bioenergy,2.73191374853432,15.1670284718631
6733,2018,Ireland,Other renewables,0.0,
6740,2018,Italy,Nuclear,0.0,
6741,2018,Italy,Renewables,39.808955215155294,10.1225594478927
6742,2018,Italy,Hydro,16.9763506124967,34.7739021639168
6743,2018,Italy,Wind,6.164839153522481,-0.143586577971965
6744,2018,Italy,Solar,7.8829220078913895,-7.071512989878321
6745,2018,Italy,Bioenergy,6.660333095679429,-1.1701144741409
6746,2018,Italy,Other renewables,2.12451034556528,-1.54437259228475
6753,2018,Latvia,Nuclear,0.0,
6754,2018,Latvia,Renewables,52.024042404329606,-35.9447607887654
6755,2018,Latvia,Hydro,36.15831584206779,-44.492583241641505
6756,2018,Latvia,Wind,1.81474946782685,-18.6413333333333
6757,2018,Latvia,Solar,0.0189299732259098,189.318181818181
6758,2018,Latvia,Bioenergy,14.032047121208999,1.3952763689503798
6759,2018,Latvia,Other renewables,0.0,
6766,2018,Lithuania,Nuclear,0.0,
6767,2018,Lithuania,Renewables,80.1439581212738,-13.1334870289296
6768,2018,Lithuania,Hydro,15.668169259851599,-28.4527364753261
6769,2018,Lithuania,Wind,41.587901701323204,-16.1192543705607
6770,2018,Lithuania,Solar,3.14817507634142,27.2986520454512
6771,2018,Lithuania,Bioenergy,19.739712083757396,7.81339348116145
6772,2018,Lithuania,Other renewables,0.0,
6779,2018,Luxembourg,Nuclear,0.0,
6780,2018,Luxembourg,Renewables,71.5285187155213,14.006275941557698
6781,2018,Luxembourg,Hydro,9.69534962217835,8.323506404044041
6782,2018,Luxembourg,Wind,26.603220915152804,8.41144180936279
6783,2018,Luxembourg,Solar,12.511325244296,10.383264338991099
6784,2018,Luxembourg,Bioenergy,22.718622933894,26.799764366911003
6785,2018,Luxembourg,Other renewables,0.0,
6792,2018,Malta,Nuclear,0.0,
6793,2018,Malta,Renewables,10.1212443382527,15.4408687159931
6794,2018,Malta,Hydro,0.0,
6795,2018,Malta,Wind,0.0029560602037337,0.0
6796,2018,Malta,Solar,9.66203567556933,16.8563151081797
6797,2018,Malta,Bioenergy,0.456252602479726,-8.0525883319638
6798,2018,Malta,Other renewables,0.0,
6805,2018,Netherlands,Nuclear,3.0732960072920297,3.3003005456611203
6806,2018,Netherlands,Renewables,16.5123453416687,8.30336936885272
6807,2018,Netherlands,Hydro,0.0632607025596451,19.077637144691103
6808,2018,Netherlands,Wind,9.23679619080123,-0.0488796613205222
6809,2018,Netherlands,Solar,3.2292215549677903,67.2912864431371
6810,2018,Netherlands,Bioenergy,3.98306689334006,-0.959244866716935
6811,2018,Netherlands,Other renewables,0.0,
6818,2018,Poland,Nuclear,0.0,
6819,2018,Poland,Renewables,12.753715015004198,-10.3844122197189
6820,2018,Poland,Hydro,1.16225957812792,-23.034395082632603
6821,2018,Poland,Wind,7.55103616425152,-14.154156528243501
6822,2018,Poland,Solar,0.177282024344454,81.6043465910807
6823,2018,Poland,Bioenergy,3.8631372482802897,0.9227284476161609
6824,2018,Poland,Other renewables,0.0,
6831,2018,Portugal,Nuclear,0.0,
6832,2018,Portugal,Renewables,50.344987089385604,30.251823796349303
6833,2018,Portugal,Hydro,21.2210625023255,110.167795426838
6834,2018,Portugal,Wind,21.6033065501375,3.01057662922639
6835,2018,Portugal,Solar,1.7223901212528703,1.4472349240478999
6836,2018,Portugal,Bioenergy,5.403737538070941,-2.00139924982074
6837,2018,Portugal,Other renewables,0.394490377598764,6.33327948676529
6844,2018,Romania,Nuclear,17.654936511383802,-1.14198924046808
