,Year,Variable,Total_Generation(TWh)
4585,2012,Wind,207.227868
4586,2012,Solar,71.5506359999999
4587,2012,Bioenergy,147.6150359999998
4588,2012,Other renewables,6.2575309999999975
4589,2012,Fossil,1617.78039
4590,2012,Coal,886.3701789999998
4591,2012,Hard Coal,546.258179
4592,2012,Lignite,340.11199999999997
4593,2012,Gas,583.2964920000001
4594,2012,Other fossil,148.11371899999997
4595,2012,Nuclear,882.406017
4597,2012,Hydro,337.0380709999999
4598,2012,Wind,207.227868
4599,2012,Solar,71.5506359999999
4600,2012,Bioenergy,147.6150359999998
4601,2012,Other renewables,6.2575309999999975
4602,2012,Fossil,1617.78039
4603,2012,Coal,886.3701789999998
4604,2012,Hard Coal,546.258179
4605,2012,Lignite,340.11199999999997
4606,2012,Gas,583.2964920000001
4607,2012,Other fossil,148.11371899999997
4608,2012,Nuclear,882.406017
4610,2012,Hydro,337.0380709999999
4611,2012,Wind,207.227868
4612,2012,Solar,71.5506359999999
4613,2012,Bioenergy,147.6150359999998
4614,2012,Other renewables,6.2575309999999975
4615,2012,Fossil,1617.78039
4616,2012,Coal,886.3701789999998
4617,2012,Hard Coal,546.258179
4618,2012,Lignite,340.11199999999997
4619,2012,Gas,583.2964920000001
4620,2012,Other fossil,148.11371899999997
4621,2012,Nuclear,882.406017
4623,2012,Hydro,337.0380709999999
4624,2012,Wind,207.227868
4625,2012,Solar,71.5506359999999
4626,2012,Bioenergy,147.6150359999998
4627,2012,Other renewables,6.2575309999999975
4628,2012,Fossil,1617.78039
4629,2012,Coal,886.3701789999998
4630,2012,Hard Coal,546.258179
4631,2012,Lignite,340.11199999999997
4632,2012,Gas,583.2964920000001
4633,2012,Other fossil,148.11371899999997
4634,2012,Nuclear,882.406017
4636,2012,Hydro,337.0380709999999
4637,2012,Wind,207.227868
4638,2012,Solar,71.5506359999999
4639,2012,Bioenergy,147.6150359999998
4640,2012,Other renewables,6.2575309999999975
4641,2012,Fossil,1617.78039
4642,2012,Coal,886.3701789999998
4643,2012,Hard Coal,546.258179
4644,2012,Lignite,340.11199999999997
4645,2012,Gas,583.2964920000001
4646,2012,Other fossil,148.11371899999997
4647,2012,Nuclear,882.406017
4649,2012,Hydro,337.0380709999999
4650,2012,Wind,207.227868
4651,2012,Solar,71.5506359999999
4652,2012,Bioenergy,147.6150359999998
4653,2012,Other renewables,6.2575309999999975
4654,2012,Fossil,1617.78039
4655,2012,Coal,886.3701789999998
4656,2012,Hard Coal,546.258179
4657,2012,Lignite,340.11199999999997
4658,2012,Gas,583.2964920000001
4659,2012,Other fossil,148.11371899999997
4660,2012,Nuclear,882.406017
4662,2012,Hydro,337.0380709999999
4663,2012,Wind,207.227868
4664,2012,Solar,71.5506359999999
4665,2012,Bioenergy,147.6150359999998
4666,2012,Other renewables,6.2575309999999975
4667,2012,Fossil,1617.78039
4668,2012,Coal,886.3701789999998
4669,2012,Hard Coal,546.258179
4670,2012,Lignite,340.11199999999997
4671,2012,Gas,583.2964920000001
4672,2012,Other fossil,148.11371899999997
4673,2012,Nuclear,882.406017
4675,2012,Hydro,337.0380709999999
4676,2012,Wind,207.227868
4677,2012,Solar,71.5506359999999
4678,2012,Bioenergy,147.6150359999998
4679,2012,Other renewables,6.2575309999999975
4680,2012,Fossil,1617.78039
4681,2012,Coal,886.3701789999998
4682,2012,Hard Coal,546.258179
4683,2012,Lignite,340.11199999999997
4684,2012,Gas,583.2964920000001
4685,2012,Other fossil,148.11371899999997
4686,2012,Nuclear,882.406017
4688,2012,Hydro,337.0380709999999
4689,2012,Wind,207.227868
4690,2012,Solar,71.5506359999999
4691,2012,Bioenergy,147.6150359999998
4692,2012,Other renewables,6.2575309999999975
4693,2012,Fossil,1617.78039
4694,2012,Coal,886.3701789999998
4695,2012,Hard Coal,546.258179
4696,2012,Lignite,340.11199999999997
4697,2012,Gas,583.2964920000001
4698,2012,Other fossil,148.11371899999997
4699,2012,Nuclear,882.406017
4701,2012,Hydro,337.0380709999999
4702,2012,Wind,207.227868
4703,2012,Solar,71.5506359999999
4704,2012,Bioenergy,147.6150359999998
4705,2012,Other renewables,6.2575309999999975
4706,2012,Fossil,1617.78039
4707,2012,Coal,886.3701789999998
4708,2012,Hard Coal,546.258179
4709,2012,Lignite,340.11199999999997
4710,2012,Gas,583.2964920000001
4711,2012,Other fossil,148.11371899999997
4712,2012,Nuclear,882.406017
4714,2012,Hydro,337.0380709999999
4715,2012,Wind,207.227868
4716,2012,Solar,71.5506359999999
4717,2012,Bioenergy,147.6150359999998
4718,2012,Other renewables,6.2575309999999975
4719,2012,Fossil,1617.78039
4720,2012,Coal,886.3701789999998
4721,2012,Hard Coal,546.258179
4722,2012,Lignite,340.11199999999997
4723,2012,Gas,583.2964920000001
4724,2012,Other fossil,148.11371899999997
4725,2012,Nuclear,882.406017
4727,2012,Hydro,337.0380709999999
4728,2012,Wind,207.227868
4729,2012,Solar,71.5506359999999
4730,2012,Bioenergy,147.6150359999998
4731,2012,Other renewables,6.2575309999999975
4732,2013,Fossil,1507.517157
4733,2013,Coal,859.170822
4734,2013,Hard Coal,533.1442240000001
4735,2013,Lignite,326.0265979999999
4736,2013,Gas,509.88437699999986
4737,2013,Other fossil,138.4619579999999
4738,2013,Nuclear,876.8396709999998
4740,2013,Hydro,372.7176999999998
4741,2013,Wind,237.83454399999985
4742,2013,Solar,86.10439999999998
4743,2013,Bioenergy,157.0116669999999
4744,2013,Other renewables,6.464598
4745,2013,Fossil,1507.517157
4746,2013,Coal,859.170822
4747,2013,Hard Coal,533.1442240000001
4748,2013,Lignite,326.0265979999999
4749,2013,Gas,509.88437699999986
4750,2013,Other fossil,138.4619579999999
4751,2013,Nuclear,876.8396709999998
4753,2013,Hydro,372.7176999999998
4754,2013,Wind,237.83454399999985
4755,2013,Solar,86.10439999999998
4756,2013,Bioenergy,157.0116669999999
4757,2013,Other renewables,6.464598
4758,2013,Fossil,1507.517157
4759,2013,Coal,859.170822
4760,2013,Hard Coal,533.1442240000001
4761,2013,Lignite,326.0265979999999
4762,2013,Gas,509.88437699999986
4763,2013,Other fossil,138.4619579999999
4764,2013,Nuclear,876.8396709999998
4766,2013,Hydro,372.7176999999998
4767,2013,Wind,237.83454399999985
4768,2013,Solar,86.10439999999998
4769,2013,Bioenergy,157.0116669999999
4770,2013,Other renewables,6.464598
4771,2013,Fossil,1507.517157
4772,2013,Coal,859.170822
4773,2013,Hard Coal,533.1442240000001
4774,2013,Lignite,326.0265979999999
4775,2013,Gas,509.88437699999986
4776,2013,Other fossil,138.4619579999999
4777,2013,Nuclear,876.8396709999998
4779,2013,Hydro,372.7176999999998
4780,2013,Wind,237.83454399999985
4781,2013,Solar,86.10439999999998
4782,2013,Bioenergy,157.0116669999999
4783,2013,Other renewables,6.464598
4784,2013,Fossil,1507.517157
4785,2013,Coal,859.170822
4786,2013,Hard Coal,533.1442240000001
4787,2013,Lignite,326.0265979999999
4788,2013,Gas,509.88437699999986
4789,2013,Other fossil,138.4619579999999
4790,2013,Nuclear,876.8396709999998
4792,2013,Hydro,372.7176999999998
4793,2013,Wind,237.83454399999985
4794,2013,Solar,86.10439999999998
4795,2013,Bioenergy,157.0116669999999
4796,2013,Other renewables,6.464598
4797,2013,Fossil,1507.517157
4798,2013,Coal,859.170822
4799,2013,Hard Coal,533.1442240000001
4800,2013,Lignite,326.0265979999999
4801,2013,Gas,509.88437699999986
4802,2013,Other fossil,138.4619579999999
4803,2013,Nuclear,876.8396709999998
4805,2013,Hydro,372.7176999999998
4806,2013,Wind,237.83454399999985
4807,2013,Solar,86.10439999999998
4808,2013,Bioenergy,157.0116669999999
4809,2013,Other renewables,6.464598
4810,2013,Fossil,1507.517157
4811,2013,Coal,859.170822
4812,2013,Hard Coal,533.1442240000001
4813,2013,Lignite,326.0265979999999
4814,2013,Gas,509.88437699999986
4815,2013,Other fossil,138.4619579999999
4816,2013,Nuclear,876.8396709999998
4818,2013,Hydro,372.7176999999998
4819,2013,Wind,237.83454399999985
4820,2013,Solar,86.10439999999998
4821,2013,Bioenergy,157.0116669999999
4822,2013,Other renewables,6.464598
4823,2013,Fossil,1507.517157
4824,2013,Coal,859.170822
4825,2013,Hard Coal,533.1442240000001
4826,2013,Lignite,326.0265979999999
4827,2013,Gas,509.88437699999986
4828,2013,Other fossil,138.4619579999999
4829,2013,Nuclear,876.8396709999998
4831,2013,Hydro,372.7176999999998
4832,2013,Wind,237.83454399999985
4833,2013,Solar,86.10439999999998
4834,2013,Bioenergy,157.0116669999999
4835,2013,Other renewables,6.464598
4836,2013,Fossil,1507.517157
4837,2013,Coal,859.170822
4838,2013,Hard Coal,533.1442240000001
4839,2013,Lignite,326.0265979999999
4840,2013,Gas,509.88437699999986
4841,2013,Other fossil,138.4619579999999
4842,2013,Nuclear,876.8396709999998
4844,2013,Hydro,372.7176999999998
4845,2013,Wind,237.83454399999985
4846,2013,Solar,86.10439999999998
4847,2013,Bioenergy,157.0116669999999
4848,2013,Other renewables,6.464598
4849,2013,Fossil,1507.517157
4850,2013,Coal,859.170822
4851,2013,Hard Coal,533.1442240000001
4852,2013,Lignite,326.0265979999999
4853,2013,Gas,509.88437699999986
4854,2013,Other fossil,138.4619579999999
4855,2013,Nuclear,876.8396709999998
4857,2013,Hydro,372.7176999999998
4858,2013,Wind,237.83454399999985
4859,2013,Solar,86.10439999999998
4860,2013,Bioenergy,157.0116669999999
4861,2013,Other renewables,6.464598
4862,2013,Fossil,1507.517157
4863,2013,Coal,859.170822
4864,2013,Hard Coal,533.1442240000001
4865,2013,Lignite,326.0265979999999
4866,2013,Gas,509.88437699999986
4867,2013,Other fossil,138.4619579999999
4868,2013,Nuclear,876.8396709999998
4870,2013,Hydro,372.7176999999998
4871,2013,Wind,237.83454399999985
4872,2013,Solar,86.10439999999998
4873,2013,Bioenergy,157.0116669999999
4874,2013,Other renewables,6.464598
4875,2013,Fossil,1507.517157
4876,2013,Coal,859.170822
4877,2013,Hard Coal,533.1442240000001
4878,2013,Lignite,326.0265979999999
4879,2013,Gas,509.88437699999986
4880,2013,Other fossil,138.4619579999999
4881,2013,Nuclear,876.8396709999998
4883,2013,Hydro,372.7176999999998
4884,2013,Wind,237.83454399999985
4885,2013,Solar,86.10439999999998
4886,2013,Bioenergy,157.0116669999999
4887,2013,Other renewables,6.464598
4888,2013,Fossil,1507.517157
4889,2013,Coal,859.170822
4890,2013,Hard Coal,533.1442240000001
4891,2013,Lignite,326.0265979999999
4892,2013,Gas,509.88437699999986
4893,2013,Other fossil,138.4619579999999
4894,2013,Nuclear,876.8396709999998
4896,2013,Hydro,372.7176999999998
4897,2013,Wind,237.83454399999985
4898,2013,Solar,86.10439999999998
4899,2013,Bioenergy,157.0116669999999
4900,2013,Other renewables,6.464598
4901,2013,Fossil,1507.517157
4902,2013,Coal,859.170822
4903,2013,Hard Coal,533.1442240000001
4904,2013,Lignite,326.0265979999999
4905,2013,Gas,509.88437699999986
4906,2013,Other fossil,138.4619579999999
4907,2013,Nuclear,876.8396709999998
4909,2013,Hydro,372.7176999999998
4910,2013,Wind,237.83454399999985
4911,2013,Solar,86.10439999999998
4912,2013,Bioenergy,157.0116669999999
4913,2013,Other renewables,6.464598
4914,2013,Fossil,1507.517157
4915,2013,Coal,859.170822
4916,2013,Hard Coal,533.1442240000001
4917,2013,Lignite,326.0265979999999
4918,2013,Gas,509.88437699999986
4919,2013,Other fossil,138.4619579999999
4920,2013,Nuclear,876.8396709999998
4922,2013,Hydro,372.7176999999998
4923,2013,Wind,237.83454399999985
4924,2013,Solar,86.10439999999998
4925,2013,Bioenergy,157.0116669999999
4926,2013,Other renewables,6.464598
4927,2013,Fossil,1507.517157
4928,2013,Coal,859.170822
4929,2013,Hard Coal,533.1442240000001
4930,2013,Lignite,326.0265979999999
4931,2013,Gas,509.88437699999986
4932,2013,Other fossil,138.4619579999999
4933,2013,Nuclear,876.8396709999998
4935,2013,Hydro,372.7176999999998
4936,2013,Wind,237.83454399999985
4937,2013,Solar,86.10439999999998
4938,2013,Bioenergy,157.0116669999999
4939,2013,Other renewables,6.464598
4940,2013,Fossil,1507.517157
4941,2013,Coal,859.170822
4942,2013,Hard Coal,533.1442240000001
4943,2013,Lignite,326.0265979999999
4944,2013,Gas,509.88437699999986
4945,2013,Other fossil,138.4619579999999
4946,2013,Nuclear,876.8396709999998
4948,2013,Hydro,372.7176999999998
4949,2013,Wind,237.83454399999985
4950,2013,Solar,86.10439999999998
4951,2013,Bioenergy,157.0116669999999
4952,2013,Other renewables,6.464598
4953,2013,Fossil,1507.517157
4954,2013,Coal,859.170822
4955,2013,Hard Coal,533.1442240000001
4956,2013,Lignite,326.0265979999999
4957,2013,Gas,509.88437699999986
4958,2013,Other fossil,138.4619579999999
4959,2013,Nuclear,876.8396709999998
4961,2013,Hydro,372.7176999999998
4962,2013,Wind,237.83454399999985
4963,2013,Solar,86.10439999999998
4964,2013,Bioenergy,157.0116669999999
4965,2013,Other renewables,6.464598
4966,2013,Fossil,1507.517157
4967,2013,Coal,859.170822
4968,2013,Hard Coal,533.1442240000001
4969,2013,Lignite,326.0265979999999
4970,2013,Gas,509.88437699999986
4971,2013,Other fossil,138.4619579999999
4972,2013,Nuclear,876.8396709999998
4974,2013,Hydro,372.7176999999998
4975,2013,Wind,237.83454399999985
4976,2013,Solar,86.10439999999998
4977,2013,Bioenergy,157.0116669999999
4978,2013,Other renewables,6.464598
4979,2013,Fossil,1507.517157
4980,2013,Coal,859.170822
4981,2013,Hard Coal,533.1442240000001
4982,2013,Lignite,326.0265979999999
4983,2013,Gas,509.88437699999986
4984,2013,Other fossil,138.4619579999999
4985,2013,Nuclear,876.8396709999998
4987,2013,Hydro,372.7176999999998
4988,2013,Wind,237.83454399999985
4989,2013,Solar,86.10439999999998
4990,2013,Bioenergy,157.0116669999999
4991,2013,Other renewables,6.464598
4992,2013,Fossil,1507.517157
4993,2013,Coal,859.170822
4994,2013,Hard Coal,533.1442240000001
4995,2013,Lignite,326.0265979999999
4996,2013,Gas,509.88437699999986
4997,2013,Other fossil,138.4619579999999
4998,2013,Nuclear,876.8396709999998
5000,2013,Hydro,372.7176999999998
5001,2013,Wind,237.83454399999985
5002,2013,Solar,86.10439999999998
5003,2013,Bioenergy,157.0116669999999
5004,2013,Other renewables,6.464598
5005,2013,Fossil,1507.517157
5006,2013,Coal,859.170822
5007,2013,Hard Coal,533.1442240000001
5008,2013,Lignite,326.0265979999999
5009,2013,Gas,509.88437699999986
5010,2013,Other fossil,138.4619579999999
5011,2013,Nuclear,876.8396709999998
5013,2013,Hydro,372.7176999999998
5014,2013,Wind,237.83454399999985
5015,2013,Solar,86.10439999999998
5016,2013,Bioenergy,157.0116669999999
5017,2013,Other renewables,6.464598
5018,2013,Fossil,1507.517157
5019,2013,Coal,859.170822
5020,2013,Hard Coal,533.1442240000001
5021,2013,Lignite,326.0265979999999
5022,2013,Gas,509.88437699999986
5023,2013,Other fossil,138.4619579999999
5024,2013,Nuclear,876.8396709999998
5026,2013,Hydro,372.7176999999998
5027,2013,Wind,237.83454399999985
5028,2013,Solar,86.10439999999998
5029,2013,Bioenergy,157.0116669999999
5030,2013,Other renewables,6.464598
5031,2013,Fossil,1507.517157
5032,2013,Coal,859.170822
5033,2013,Hard Coal,533.1442240000001
5034,2013,Lignite,326.0265979999999
5035,2013,Gas,509.88437699999986
5036,2013,Other fossil,138.4619579999999
5037,2013,Nuclear,876.8396709999998
5039,2013,Hydro,372.7176999999998
5040,2013,Wind,237.83454399999985
5041,2013,Solar,86.10439999999998
5042,2013,Bioenergy,157.0116669999999
5043,2013,Other renewables,6.464598
5044,2013,Fossil,1507.517157
5045,2013,Coal,859.170822
5046,2013,Hard Coal,533.1442240000001
5047,2013,Lignite,326.0265979999999
5048,2013,Gas,509.88437699999986
5049,2013,Other fossil,138.4619579999999
5050,2013,Nuclear,876.8396709999998
5052,2013,Hydro,372.7176999999998
5053,2013,Wind,237.83454399999985
5054,2013,Solar,86.10439999999998
5055,2013,Bioenergy,157.0116669999999
5056,2013,Other renewables,6.464598
5057,2013,Fossil,1507.517157
5058,2013,Coal,859.170822
5059,2013,Hard Coal,533.1442240000001
5060,2013,Lignite,326.0265979999999
5061,2013,Gas,509.88437699999986
5062,2013,Other fossil,138.4619579999999
5063,2013,Nuclear,876.8396709999998
5065,2013,Hydro,372.7176999999998
5066,2013,Wind,237.83454399999985
5067,2013,Solar,86.10439999999998
5068,2013,Bioenergy,157.0116669999999
5069,2013,Other renewables,6.464598
5070,2013,Fossil,1507.517157
5071,2013,Coal,859.170822
5072,2013,Hard Coal,533.1442240000001
5073,2013,Lignite,326.0265979999999
5074,2013,Gas,509.88437699999986
5075,2013,Other fossil,138.4619579999999
5076,2013,Nuclear,876.8396709999998
5078,2013,Hydro,372.7176999999998
5079,2013,Wind,237.83454399999985
5080,2013,Solar,86.10439999999998
5081,2013,Bioenergy,157.0116669999999
5082,2013,Other renewables,6.464598
5083,2013,Fossil,1507.517157
5084,2013,Coal,859.170822
5085,2013,Hard Coal,533.1442240000001
5086,2013,Lignite,326.0265979999999
5087,2013,Gas,509.88437699999986
5088,2013,Other fossil,138.4619579999999
5089,2013,Nuclear,876.8396709999998
5091,2013,Hydro,372.7176999999998
5092,2013,Wind,237.83454399999985
5093,2013,Solar,86.10439999999998
5094,2013,Bioenergy,157.0116669999999
5095,2013,Other renewables,6.464598
5096,2014,Fossil,1386.6534459999991
5097,2014,Coal,792.9813330000001
5098,2014,Hard Coal,474.7653329999998
5099,2014,Lignite,318.216
5100,2014,Gas,456.78987499999994
5101,2014,Other fossil,136.88223799999997
5102,2014,Nuclear,876.269009
5104,2014,Hydro,375.94868399999973
5105,2014,Wind,254.3190739999998
5106,2014,Solar,98.26691199999996
5107,2014,Bioenergy,166.851606
5108,2014,Other renewables,6.788106999999999
5109,2014,Fossil,1386.6534459999991
5110,2014,Coal,792.9813330000001
5111,2014,Hard Coal,474.7653329999998
5112,2014,Lignite,318.216
5113,2014,Gas,456.78987499999994
5114,2014,Other fossil,136.88223799999997
5115,2014,Nuclear,876.269009
5117,2014,Hydro,375.94868399999973
5118,2014,Wind,254.3190739999998
5119,2014,Solar,98.26691199999996
5120,2014,Bioenergy,166.851606
5121,2014,Other renewables,6.788106999999999
5122,2014,Fossil,1386.6534459999991
5123,2014,Coal,792.9813330000001
5124,2014,Hard Coal,474.7653329999998
5125,2014,Lignite,318.216
5126,2014,Gas,456.78987499999994
5127,2014,Other fossil,136.88223799999997
5128,2014,Nuclear,876.269009
5130,2014,Hydro,375.94868399999973
5131,2014,Wind,254.3190739999998
5132,2014,Solar,98.26691199999996
5133,2014,Bioenergy,166.851606
5134,2014,Other renewables,6.788106999999999
5135,2014,Fossil,1386.6534459999991
5136,2014,Coal,792.9813330000001
5137,2014,Hard Coal,474.7653329999998
5138,2014,Lignite,318.216
5139,2014,Gas,456.78987499999994
5140,2014,Other fossil,136.88223799999997
5141,2014,Nuclear,876.269009
5143,2014,Hydro,375.94868399999973
5144,2014,Wind,254.3190739999998
5145,2014,Solar,98.26691199999996
