,Year,Variable,Total_Generation(TWh)
3747,2010,Lignite,315.92799999999994
3748,2010,Gas,764.11804
3749,2010,Other fossil,163.59365499999996
3750,2010,Nuclear,916.654
3752,2010,Hydro,376.9601049999998
3753,2010,Wind,150.180782
3754,2010,Solar,23.235339999999983
3755,2010,Bioenergy,123.67973399999995
3756,2010,Other renewables,6.052690000000001
3757,2010,Fossil,1736.536839
3758,2010,Coal,808.8251440000001
3759,2010,Hard Coal,492.8971440000001
3760,2010,Lignite,315.92799999999994
3761,2010,Gas,764.11804
3762,2010,Other fossil,163.59365499999996
3763,2010,Nuclear,916.654
3765,2010,Hydro,376.9601049999998
3766,2010,Wind,150.180782
3767,2010,Solar,23.235339999999983
3768,2010,Bioenergy,123.67973399999995
3769,2010,Other renewables,6.052690000000001
3770,2010,Fossil,1736.536839
3771,2010,Coal,808.8251440000001
3772,2010,Hard Coal,492.8971440000001
3773,2010,Lignite,315.92799999999994
3774,2010,Gas,764.11804
3775,2010,Other fossil,163.59365499999996
3776,2010,Nuclear,916.654
3778,2010,Hydro,376.9601049999998
3779,2010,Wind,150.180782
3780,2010,Solar,23.235339999999983
3781,2010,Bioenergy,123.67973399999995
3782,2010,Other renewables,6.052690000000001
3783,2010,Fossil,1736.536839
3784,2010,Coal,808.8251440000001
3785,2010,Hard Coal,492.8971440000001
3786,2010,Lignite,315.92799999999994
3787,2010,Gas,764.11804
3788,2010,Other fossil,163.59365499999996
3789,2010,Nuclear,916.654
3791,2010,Hydro,376.9601049999998
3792,2010,Wind,150.180782
3793,2010,Solar,23.235339999999983
3794,2010,Bioenergy,123.67973399999995
3795,2010,Other renewables,6.052690000000001
3796,2010,Fossil,1736.536839
3797,2010,Coal,808.8251440000001
3798,2010,Hard Coal,492.8971440000001
3799,2010,Lignite,315.92799999999994
3800,2010,Gas,764.11804
3801,2010,Other fossil,163.59365499999996
3802,2010,Nuclear,916.654
3804,2010,Hydro,376.9601049999998
3805,2010,Wind,150.180782
3806,2010,Solar,23.235339999999983
3807,2010,Bioenergy,123.67973399999995
3808,2010,Other renewables,6.052690000000001
3809,2010,Fossil,1736.536839
3810,2010,Coal,808.8251440000001
3811,2010,Hard Coal,492.8971440000001
3812,2010,Lignite,315.92799999999994
3813,2010,Gas,764.11804
3814,2010,Other fossil,163.59365499999996
3815,2010,Nuclear,916.654
3817,2010,Hydro,376.9601049999998
3818,2010,Wind,150.180782
3819,2010,Solar,23.235339999999983
3820,2010,Bioenergy,123.67973399999995
3821,2010,Other renewables,6.052690000000001
3822,2010,Fossil,1736.536839
3823,2010,Coal,808.8251440000001
3824,2010,Hard Coal,492.8971440000001
3825,2010,Lignite,315.92799999999994
3826,2010,Gas,764.11804
3827,2010,Other fossil,163.59365499999996
3828,2010,Nuclear,916.654
3830,2010,Hydro,376.9601049999998
3831,2010,Wind,150.180782
3832,2010,Solar,23.235339999999983
3833,2010,Bioenergy,123.67973399999995
3834,2010,Other renewables,6.052690000000001
3835,2010,Fossil,1736.536839
3836,2010,Coal,808.8251440000001
3837,2010,Hard Coal,492.8971440000001
3838,2010,Lignite,315.92799999999994
3839,2010,Gas,764.11804
3840,2010,Other fossil,163.59365499999996
3841,2010,Nuclear,916.654
3843,2010,Hydro,376.9601049999998
3844,2010,Wind,150.180782
3845,2010,Solar,23.235339999999983
3846,2010,Bioenergy,123.67973399999995
3847,2010,Other renewables,6.052690000000001
3848,2010,Fossil,1736.536839
3849,2010,Coal,808.8251440000001
3850,2010,Hard Coal,492.8971440000001
3851,2010,Lignite,315.92799999999994
3852,2010,Gas,764.11804
3853,2010,Other fossil,163.59365499999996
3854,2010,Nuclear,916.654
3856,2010,Hydro,376.9601049999998
3857,2010,Wind,150.180782
3858,2010,Solar,23.235339999999983
3859,2010,Bioenergy,123.67973399999995
3860,2010,Other renewables,6.052690000000001
3861,2010,Fossil,1736.536839
3862,2010,Coal,808.8251440000001
3863,2010,Hard Coal,492.8971440000001
3864,2010,Lignite,315.92799999999994
3865,2010,Gas,764.11804
3866,2010,Other fossil,163.59365499999996
3867,2010,Nuclear,916.654
3869,2010,Hydro,376.9601049999998
3870,2010,Wind,150.180782
3871,2010,Solar,23.235339999999983
3872,2010,Bioenergy,123.67973399999995
3873,2010,Other renewables,6.052690000000001
3874,2010,Fossil,1736.536839
3875,2010,Coal,808.8251440000001
3876,2010,Hard Coal,492.8971440000001
3877,2010,Lignite,315.92799999999994
3878,2010,Gas,764.11804
3879,2010,Other fossil,163.59365499999996
3880,2010,Nuclear,916.654
3882,2010,Hydro,376.9601049999998
3883,2010,Wind,150.180782
3884,2010,Solar,23.235339999999983
3885,2010,Bioenergy,123.67973399999995
3886,2010,Other renewables,6.052690000000001
3887,2010,Fossil,1736.536839
3888,2010,Coal,808.8251440000001
3889,2010,Hard Coal,492.8971440000001
3890,2010,Lignite,315.92799999999994
3891,2010,Gas,764.11804
3892,2010,Other fossil,163.59365499999996
3893,2010,Nuclear,916.654
3895,2010,Hydro,376.9601049999998
3896,2010,Wind,150.180782
3897,2010,Solar,23.235339999999983
3898,2010,Bioenergy,123.67973399999995
3899,2010,Other renewables,6.052690000000001
3900,2010,Fossil,1736.536839
3901,2010,Coal,808.8251440000001
3902,2010,Hard Coal,492.8971440000001
3903,2010,Lignite,315.92799999999994
3904,2010,Gas,764.11804
3905,2010,Other fossil,163.59365499999996
3906,2010,Nuclear,916.654
3908,2010,Hydro,376.9601049999998
3909,2010,Wind,150.180782
3910,2010,Solar,23.235339999999983
3911,2010,Bioenergy,123.67973399999995
3912,2010,Other renewables,6.052690000000001
3913,2010,Fossil,1736.536839
3914,2010,Coal,808.8251440000001
3915,2010,Hard Coal,492.8971440000001
3916,2010,Lignite,315.92799999999994
3917,2010,Gas,764.11804
3918,2010,Other fossil,163.59365499999996
3919,2010,Nuclear,916.654
3921,2010,Hydro,376.9601049999998
3922,2010,Wind,150.180782
3923,2010,Solar,23.235339999999983
3924,2010,Bioenergy,123.67973399999995
3925,2010,Other renewables,6.052690000000001
3926,2010,Fossil,1736.536839
3927,2010,Coal,808.8251440000001
3928,2010,Hard Coal,492.8971440000001
3929,2010,Lignite,315.92799999999994
3930,2010,Gas,764.11804
3931,2010,Other fossil,163.59365499999996
3932,2010,Nuclear,916.654
3934,2010,Hydro,376.9601049999998
3935,2010,Wind,150.180782
3936,2010,Solar,23.235339999999983
3937,2010,Bioenergy,123.67973399999995
3938,2010,Other renewables,6.052690000000001
3939,2010,Fossil,1736.536839
3940,2010,Coal,808.8251440000001
3941,2010,Hard Coal,492.8971440000001
3942,2010,Lignite,315.92799999999994
3943,2010,Gas,764.11804
3944,2010,Other fossil,163.59365499999996
3945,2010,Nuclear,916.654
3947,2010,Hydro,376.9601049999998
3948,2010,Wind,150.180782
3949,2010,Solar,23.235339999999983
3950,2010,Bioenergy,123.67973399999995
3951,2010,Other renewables,6.052690000000001
3952,2010,Fossil,1736.536839
3953,2010,Coal,808.8251440000001
3954,2010,Hard Coal,492.8971440000001
3955,2010,Lignite,315.92799999999994
3956,2010,Gas,764.11804
3957,2010,Other fossil,163.59365499999996
3958,2010,Nuclear,916.654
3960,2010,Hydro,376.9601049999998
3961,2010,Wind,150.180782
3962,2010,Solar,23.235339999999983
3963,2010,Bioenergy,123.67973399999995
3964,2010,Other renewables,6.052690000000001
3965,2010,Fossil,1736.536839
3966,2010,Coal,808.8251440000001
3967,2010,Hard Coal,492.8971440000001
3968,2010,Lignite,315.92799999999994
3969,2010,Gas,764.11804
3970,2010,Other fossil,163.59365499999996
3971,2010,Nuclear,916.654
3973,2010,Hydro,376.9601049999998
3974,2010,Wind,150.180782
3975,2010,Solar,23.235339999999983
3976,2010,Bioenergy,123.67973399999995
3977,2010,Other renewables,6.052690000000001
3978,2010,Fossil,1736.536839
3979,2010,Coal,808.8251440000001
3980,2010,Hard Coal,492.8971440000001
3981,2010,Lignite,315.92799999999994
3982,2010,Gas,764.11804
3983,2010,Other fossil,163.59365499999996
3984,2010,Nuclear,916.654
3986,2010,Hydro,376.9601049999998
3987,2010,Wind,150.180782
3988,2010,Solar,23.235339999999983
3989,2010,Bioenergy,123.67973399999995
3990,2010,Other renewables,6.052690000000001
3991,2010,Fossil,1736.536839
3992,2010,Coal,808.8251440000001
3993,2010,Hard Coal,492.8971440000001
3994,2010,Lignite,315.92799999999994
3995,2010,Gas,764.11804
3996,2010,Other fossil,163.59365499999996
3997,2010,Nuclear,916.654
3999,2010,Hydro,376.9601049999998
4000,2010,Wind,150.180782
4001,2010,Solar,23.235339999999983
4002,2010,Bioenergy,123.67973399999995
4003,2010,Other renewables,6.052690000000001
4004,2011,Fossil,1691.5437989999987
4005,2011,Coal,833.707759
4006,2011,Hard Coal,498.447759
4007,2011,Lignite,335.26
4008,2011,Gas,703.780836
4009,2011,Other fossil,154.055204
4010,2011,Nuclear,906.7777629999998
4012,2011,Hydro,313.14504999999997
4013,2011,Wind,181.35186299999987
4014,2011,Solar,47.533148999999995
4015,2011,Bioenergy,132.354445
4016,2011,Other renewables,6.406188999999999
4017,2011,Fossil,1691.5437989999987
4018,2011,Coal,833.707759
4019,2011,Hard Coal,498.447759
4020,2011,Lignite,335.26
4021,2011,Gas,703.780836
4022,2011,Other fossil,154.055204
4023,2011,Nuclear,906.7777629999998
4025,2011,Hydro,313.14504999999997
4026,2011,Wind,181.35186299999987
4027,2011,Solar,47.533148999999995
4028,2011,Bioenergy,132.354445
4029,2011,Other renewables,6.406188999999999
4030,2011,Fossil,1691.5437989999987
4031,2011,Coal,833.707759
4032,2011,Hard Coal,498.447759
4033,2011,Lignite,335.26
4034,2011,Gas,703.780836
4035,2011,Other fossil,154.055204
4036,2011,Nuclear,906.7777629999998
4038,2011,Hydro,313.14504999999997
4039,2011,Wind,181.35186299999987
4040,2011,Solar,47.533148999999995
4041,2011,Bioenergy,132.354445
4042,2011,Other renewables,6.406188999999999
4043,2011,Fossil,1691.5437989999987
4044,2011,Coal,833.707759
4045,2011,Hard Coal,498.447759
4046,2011,Lignite,335.26
4047,2011,Gas,703.780836
4048,2011,Other fossil,154.055204
4049,2011,Nuclear,906.7777629999998
4051,2011,Hydro,313.14504999999997
4052,2011,Wind,181.35186299999987
4053,2011,Solar,47.533148999999995
4054,2011,Bioenergy,132.354445
4055,2011,Other renewables,6.406188999999999
4056,2011,Fossil,1691.5437989999987
4057,2011,Coal,833.707759
4058,2011,Hard Coal,498.447759
4059,2011,Lignite,335.26
4060,2011,Gas,703.780836
4061,2011,Other fossil,154.055204
4062,2011,Nuclear,906.7777629999998
4064,2011,Hydro,313.14504999999997
4065,2011,Wind,181.35186299999987
4066,2011,Solar,47.533148999999995
4067,2011,Bioenergy,132.354445
4068,2011,Other renewables,6.406188999999999
4069,2011,Fossil,1691.5437989999987
4070,2011,Coal,833.707759
4071,2011,Hard Coal,498.447759
4072,2011,Lignite,335.26
4073,2011,Gas,703.780836
4074,2011,Other fossil,154.055204
4075,2011,Nuclear,906.7777629999998
4077,2011,Hydro,313.14504999999997
4078,2011,Wind,181.35186299999987
4079,2011,Solar,47.533148999999995
4080,2011,Bioenergy,132.354445
4081,2011,Other renewables,6.406188999999999
4082,2011,Fossil,1691.5437989999987
4083,2011,Coal,833.707759
4084,2011,Hard Coal,498.447759
4085,2011,Lignite,335.26
4086,2011,Gas,703.780836
4087,2011,Other fossil,154.055204
4088,2011,Nuclear,906.7777629999998
4090,2011,Hydro,313.14504999999997
4091,2011,Wind,181.35186299999987
4092,2011,Solar,47.533148999999995
4093,2011,Bioenergy,132.354445
4094,2011,Other renewables,6.406188999999999
4095,2011,Fossil,1691.5437989999987
4096,2011,Coal,833.707759
4097,2011,Hard Coal,498.447759
4098,2011,Lignite,335.26
4099,2011,Gas,703.780836
4100,2011,Other fossil,154.055204
4101,2011,Nuclear,906.7777629999998
4103,2011,Hydro,313.14504999999997
4104,2011,Wind,181.35186299999987
4105,2011,Solar,47.533148999999995
4106,2011,Bioenergy,132.354445
4107,2011,Other renewables,6.406188999999999
4108,2011,Fossil,1691.5437989999987
4109,2011,Coal,833.707759
4110,2011,Hard Coal,498.447759
4111,2011,Lignite,335.26
4112,2011,Gas,703.780836
4113,2011,Other fossil,154.055204
4114,2011,Nuclear,906.7777629999998
4116,2011,Hydro,313.14504999999997
4117,2011,Wind,181.35186299999987
4118,2011,Solar,47.533148999999995
4119,2011,Bioenergy,132.354445
4120,2011,Other renewables,6.406188999999999
4121,2011,Fossil,1691.5437989999987
4122,2011,Coal,833.707759
4123,2011,Hard Coal,498.447759
4124,2011,Lignite,335.26
4125,2011,Gas,703.780836
4126,2011,Other fossil,154.055204
4127,2011,Nuclear,906.7777629999998
4129,2011,Hydro,313.14504999999997
4130,2011,Wind,181.35186299999987
4131,2011,Solar,47.533148999999995
4132,2011,Bioenergy,132.354445
4133,2011,Other renewables,6.406188999999999
4134,2011,Fossil,1691.5437989999987
4135,2011,Coal,833.707759
4136,2011,Hard Coal,498.447759
4137,2011,Lignite,335.26
4138,2011,Gas,703.780836
4139,2011,Other fossil,154.055204
4140,2011,Nuclear,906.7777629999998
4142,2011,Hydro,313.14504999999997
4143,2011,Wind,181.35186299999987
4144,2011,Solar,47.533148999999995
4145,2011,Bioenergy,132.354445
4146,2011,Other renewables,6.406188999999999
4147,2011,Fossil,1691.5437989999987
4148,2011,Coal,833.707759
4149,2011,Hard Coal,498.447759
4150,2011,Lignite,335.26
4151,2011,Gas,703.780836
4152,2011,Other fossil,154.055204
4153,2011,Nuclear,906.7777629999998
4155,2011,Hydro,313.14504999999997
4156,2011,Wind,181.35186299999987
4157,2011,Solar,47.533148999999995
4158,2011,Bioenergy,132.354445
4159,2011,Other renewables,6.406188999999999
4160,2011,Fossil,1691.5437989999987
4161,2011,Coal,833.707759
4162,2011,Hard Coal,498.447759
4163,2011,Lignite,335.26
4164,2011,Gas,703.780836
4165,2011,Other fossil,154.055204
4166,2011,Nuclear,906.7777629999998
4168,2011,Hydro,313.14504999999997
4169,2011,Wind,181.35186299999987
4170,2011,Solar,47.533148999999995
4171,2011,Bioenergy,132.354445
4172,2011,Other renewables,6.406188999999999
4173,2011,Fossil,1691.5437989999987
4174,2011,Coal,833.707759
4175,2011,Hard Coal,498.447759
4176,2011,Lignite,335.26
4177,2011,Gas,703.780836
4178,2011,Other fossil,154.055204
4179,2011,Nuclear,906.7777629999998
4181,2011,Hydro,313.14504999999997
4182,2011,Wind,181.35186299999987
4183,2011,Solar,47.533148999999995
4184,2011,Bioenergy,132.354445
4185,2011,Other renewables,6.406188999999999
4186,2011,Fossil,1691.5437989999987
4187,2011,Coal,833.707759
4188,2011,Hard Coal,498.447759
4189,2011,Lignite,335.26
4190,2011,Gas,703.780836
4191,2011,Other fossil,154.055204
4192,2011,Nuclear,906.7777629999998
4194,2011,Hydro,313.14504999999997
4195,2011,Wind,181.35186299999987
4196,2011,Solar,47.533148999999995
4197,2011,Bioenergy,132.354445
4198,2011,Other renewables,6.406188999999999
4199,2011,Fossil,1691.5437989999987
4200,2011,Coal,833.707759
4201,2011,Hard Coal,498.447759
4202,2011,Lignite,335.26
4203,2011,Gas,703.780836
4204,2011,Other fossil,154.055204
4205,2011,Nuclear,906.7777629999998
4207,2011,Hydro,313.14504999999997
4208,2011,Wind,181.35186299999987
4209,2011,Solar,47.533148999999995
4210,2011,Bioenergy,132.354445
4211,2011,Other renewables,6.406188999999999
4212,2011,Fossil,1691.5437989999987
4213,2011,Coal,833.707759
4214,2011,Hard Coal,498.447759
4215,2011,Lignite,335.26
4216,2011,Gas,703.780836
4217,2011,Other fossil,154.055204
4218,2011,Nuclear,906.7777629999998
4220,2011,Hydro,313.14504999999997
4221,2011,Wind,181.35186299999987
4222,2011,Solar,47.533148999999995
4223,2011,Bioenergy,132.354445
4224,2011,Other renewables,6.406188999999999
4225,2011,Fossil,1691.5437989999987
4226,2011,Coal,833.707759
4227,2011,Hard Coal,498.447759
4228,2011,Lignite,335.26
4229,2011,Gas,703.780836
4230,2011,Other fossil,154.055204
4231,2011,Nuclear,906.7777629999998
4233,2011,Hydro,313.14504999999997
4234,2011,Wind,181.35186299999987
4235,2011,Solar,47.533148999999995
4236,2011,Bioenergy,132.354445
4237,2011,Other renewables,6.406188999999999
4238,2011,Fossil,1691.5437989999987
4239,2011,Coal,833.707759
4240,2011,Hard Coal,498.447759
4241,2011,Lignite,335.26
4242,2011,Gas,703.780836
4243,2011,Other fossil,154.055204
4244,2011,Nuclear,906.7777629999998
4246,2011,Hydro,313.14504999999997
4247,2011,Wind,181.35186299999987
4248,2011,Solar,47.533148999999995
4249,2011,Bioenergy,132.354445
4250,2011,Other renewables,6.406188999999999
4251,2011,Fossil,1691.5437989999987
4252,2011,Coal,833.707759
4253,2011,Hard Coal,498.447759
4254,2011,Lignite,335.26
4255,2011,Gas,703.780836
4256,2011,Other fossil,154.055204
4257,2011,Nuclear,906.7777629999998
4259,2011,Hydro,313.14504999999997
4260,2011,Wind,181.35186299999987
4261,2011,Solar,47.533148999999995
4262,2011,Bioenergy,132.354445
4263,2011,Other renewables,6.406188999999999
4264,2011,Fossil,1691.5437989999987
4265,2011,Coal,833.707759
4266,2011,Hard Coal,498.447759
4267,2011,Lignite,335.26
4268,2011,Gas,703.780836
4269,2011,Other fossil,154.055204
4270,2011,Nuclear,906.7777629999998
4272,2011,Hydro,313.14504999999997
4273,2011,Wind,181.35186299999987
4274,2011,Solar,47.533148999999995
4275,2011,Bioenergy,132.354445
4276,2011,Other renewables,6.406188999999999
4277,2011,Fossil,1691.5437989999987
4278,2011,Coal,833.707759
4279,2011,Hard Coal,498.447759
4280,2011,Lignite,335.26
4281,2011,Gas,703.780836
4282,2011,Other fossil,154.055204
4283,2011,Nuclear,906.7777629999998
4285,2011,Hydro,313.14504999999997
4286,2011,Wind,181.35186299999987
4287,2011,Solar,47.533148999999995
4288,2011,Bioenergy,132.354445
4289,2011,Other renewables,6.406188999999999
4290,2011,Fossil,1691.5437989999987
4291,2011,Coal,833.707759
4292,2011,Hard Coal,498.447759
4293,2011,Lignite,335.26
4294,2011,Gas,703.780836
4295,2011,Other fossil,154.055204
4296,2011,Nuclear,906.7777629999998
4298,2011,Hydro,313.14504999999997
4299,2011,Wind,181.35186299999987
4300,2011,Solar,47.533148999999995
4301,2011,Bioenergy,132.354445
4302,2011,Other renewables,6.406188999999999
4303,2011,Fossil,1691.5437989999987
4304,2011,Coal,833.707759
4305,2011,Hard Coal,498.447759
4306,2011,Lignite,335.26
4307,2011,Gas,703.780836
4308,2011,Other fossil,154.055204
4309,2011,Nuclear,906.7777629999998
4311,2011,Hydro,313.14504999999997
4312,2011,Wind,181.35186299999987
4313,2011,Solar,47.533148999999995
4314,2011,Bioenergy,132.354445
4315,2011,Other renewables,6.406188999999999
4316,2011,Fossil,1691.5437989999987
4317,2011,Coal,833.707759
4318,2011,Hard Coal,498.447759
4319,2011,Lignite,335.26
4320,2011,Gas,703.780836
4321,2011,Other fossil,154.055204
4322,2011,Nuclear,906.7777629999998
4324,2011,Hydro,313.14504999999997
4325,2011,Wind,181.35186299999987
4326,2011,Solar,47.533148999999995
4327,2011,Bioenergy,132.354445
4328,2011,Other renewables,6.406188999999999
4329,2011,Fossil,1691.5437989999987
4330,2011,Coal,833.707759
4331,2011,Hard Coal,498.447759
4332,2011,Lignite,335.26
4333,2011,Gas,703.780836
4334,2011,Other fossil,154.055204
4335,2011,Nuclear,906.7777629999998
4337,2011,Hydro,313.14504999999997
4338,2011,Wind,181.35186299999987
4339,2011,Solar,47.533148999999995
4340,2011,Bioenergy,132.354445
4341,2011,Other renewables,6.406188999999999
4342,2011,Fossil,1691.5437989999987
4343,2011,Coal,833.707759
4344,2011,Hard Coal,498.447759
4345,2011,Lignite,335.26
4346,2011,Gas,703.780836
4347,2011,Other fossil,154.055204
4348,2011,Nuclear,906.7777629999998
4350,2011,Hydro,313.14504999999997
4351,2011,Wind,181.35186299999987
4352,2011,Solar,47.533148999999995
4353,2011,Bioenergy,132.354445
4354,2011,Other renewables,6.406188999999999
4355,2011,Fossil,1691.5437989999987
4356,2011,Coal,833.707759
4357,2011,Hard Coal,498.447759
4358,2011,Lignite,335.26
4359,2011,Gas,703.780836
4360,2011,Other fossil,154.055204
4361,2011,Nuclear,906.7777629999998
4363,2011,Hydro,313.14504999999997
4364,2011,Wind,181.35186299999987
4365,2011,Solar,47.533148999999995
4366,2011,Bioenergy,132.354445
4367,2011,Other renewables,6.406188999999999
4368,2012,Fossil,1617.78039
4369,2012,Coal,886.3701789999998
4370,2012,Hard Coal,546.258179
4371,2012,Lignite,340.11199999999997
4372,2012,Gas,583.2964920000001
4373,2012,Other fossil,148.11371899999997
4374,2012,Nuclear,882.406017
4376,2012,Hydro,337.0380709999999
4377,2012,Wind,207.227868
4378,2012,Solar,71.5506359999999
4379,2012,Bioenergy,147.6150359999998
4380,2012,Other renewables,6.2575309999999975
4381,2012,Fossil,1617.78039
4382,2012,Coal,886.3701789999998
4383,2012,Hard Coal,546.258179
4384,2012,Lignite,340.11199999999997
4385,2012,Gas,583.2964920000001
4386,2012,Other fossil,148.11371899999997
4387,2012,Nuclear,882.406017
4389,2012,Hydro,337.0380709999999
4390,2012,Wind,207.227868
4391,2012,Solar,71.5506359999999
4392,2012,Bioenergy,147.6150359999998
4393,2012,Other renewables,6.2575309999999975
4394,2012,Fossil,1617.78039
4395,2012,Coal,886.3701789999998
4396,2012,Hard Coal,546.258179
4397,2012,Lignite,340.11199999999997
4398,2012,Gas,583.2964920000001
4399,2012,Other fossil,148.11371899999997
4400,2012,Nuclear,882.406017
4402,2012,Hydro,337.0380709999999
4403,2012,Wind,207.227868
4404,2012,Solar,71.5506359999999
4405,2012,Bioenergy,147.6150359999998
4406,2012,Other renewables,6.2575309999999975
4407,2012,Fossil,1617.78039
4408,2012,Coal,886.3701789999998
4409,2012,Hard Coal,546.258179
4410,2012,Lignite,340.11199999999997
4411,2012,Gas,583.2964920000001
4412,2012,Other fossil,148.11371899999997
4413,2012,Nuclear,882.406017
4415,2012,Hydro,337.0380709999999
4416,2012,Wind,207.227868
4417,2012,Solar,71.5506359999999
4418,2012,Bioenergy,147.6150359999998
4419,2012,Other renewables,6.2575309999999975
4420,2012,Fossil,1617.78039
4421,2012,Coal,886.3701789999998
4422,2012,Hard Coal,546.258179
4423,2012,Lignite,340.11199999999997
4424,2012,Gas,583.2964920000001
4425,2012,Other fossil,148.11371899999997
4426,2012,Nuclear,882.406017
4428,2012,Hydro,337.0380709999999
4429,2012,Wind,207.227868
4430,2012,Solar,71.5506359999999
4431,2012,Bioenergy,147.6150359999998
4432,2012,Other renewables,6.2575309999999975
4433,2012,Fossil,1617.78039
4434,2012,Coal,886.3701789999998
4435,2012,Hard Coal,546.258179
4436,2012,Lignite,340.11199999999997
4437,2012,Gas,583.2964920000001
4438,2012,Other fossil,148.11371899999997
4439,2012,Nuclear,882.406017
4441,2012,Hydro,337.0380709999999
4442,2012,Wind,207.227868
4443,2012,Solar,71.5506359999999
4444,2012,Bioenergy,147.6150359999998
4445,2012,Other renewables,6.2575309999999975
4446,2012,Fossil,1617.78039
4447,2012,Coal,886.3701789999998
4448,2012,Hard Coal,546.258179
4449,2012,Lignite,340.11199999999997
4450,2012,Gas,583.2964920000001
4451,2012,Other fossil,148.11371899999997
4452,2012,Nuclear,882.406017
4454,2012,Hydro,337.0380709999999
4455,2012,Wind,207.227868
4456,2012,Solar,71.5506359999999
4457,2012,Bioenergy,147.6150359999998
4458,2012,Other renewables,6.2575309999999975
4459,2012,Fossil,1617.78039
4460,2012,Coal,886.3701789999998
4461,2012,Hard Coal,546.258179
4462,2012,Lignite,340.11199999999997
4463,2012,Gas,583.2964920000001
4464,2012,Other fossil,148.11371899999997
4465,2012,Nuclear,882.406017
4467,2012,Hydro,337.0380709999999
4468,2012,Wind,207.227868
4469,2012,Solar,71.5506359999999
4470,2012,Bioenergy,147.6150359999998
4471,2012,Other renewables,6.2575309999999975
4472,2012,Fossil,1617.78039
4473,2012,Coal,886.3701789999998
4474,2012,Hard Coal,546.258179
4475,2012,Lignite,340.11199999999997
4476,2012,Gas,583.2964920000001
4477,2012,Other fossil,148.11371899999997
4478,2012,Nuclear,882.406017
4480,2012,Hydro,337.0380709999999
4481,2012,Wind,207.227868
4482,2012,Solar,71.5506359999999
4483,2012,Bioenergy,147.6150359999998
4484,2012,Other renewables,6.2575309999999975
4485,2012,Fossil,1617.78039
4486,2012,Coal,886.3701789999998
4487,2012,Hard Coal,546.258179
4488,2012,Lignite,340.11199999999997
4489,2012,Gas,583.2964920000001
4490,2012,Other fossil,148.11371899999997
4491,2012,Nuclear,882.406017
4493,2012,Hydro,337.0380709999999
4494,2012,Wind,207.227868
4495,2012,Solar,71.5506359999999
4496,2012,Bioenergy,147.6150359999998
4497,2012,Other renewables,6.2575309999999975
4498,2012,Fossil,1617.78039
4499,2012,Coal,886.3701789999998
4500,2012,Hard Coal,546.258179
4501,2012,Lignite,340.11199999999997
4502,2012,Gas,583.2964920000001
4503,2012,Other fossil,148.11371899999997
4504,2012,Nuclear,882.406017
4506,2012,Hydro,337.0380709999999
4507,2012,Wind,207.227868
4508,2012,Solar,71.5506359999999
4509,2012,Bioenergy,147.6150359999998
4510,2012,Other renewables,6.2575309999999975
4511,2012,Fossil,1617.78039
4512,2012,Coal,886.3701789999998
4513,2012,Hard Coal,546.258179
4514,2012,Lignite,340.11199999999997
4515,2012,Gas,583.2964920000001
4516,2012,Other fossil,148.11371899999997
4517,2012,Nuclear,882.406017
4519,2012,Hydro,337.0380709999999
4520,2012,Wind,207.227868
4521,2012,Solar,71.5506359999999
4522,2012,Bioenergy,147.6150359999998
4523,2012,Other renewables,6.2575309999999975
4524,2012,Fossil,1617.78039
4525,2012,Coal,886.3701789999998
4526,2012,Hard Coal,546.258179
4527,2012,Lignite,340.11199999999997
4528,2012,Gas,583.2964920000001
4529,2012,Other fossil,148.11371899999997
4530,2012,Nuclear,882.406017
4532,2012,Hydro,337.0380709999999
4533,2012,Wind,207.227868
4534,2012,Solar,71.5506359999999
4535,2012,Bioenergy,147.6150359999998
4536,2012,Other renewables,6.2575309999999975
4537,2012,Fossil,1617.78039
4538,2012,Coal,886.3701789999998
4539,2012,Hard Coal,546.258179
4540,2012,Lignite,340.11199999999997
4541,2012,Gas,583.2964920000001
4542,2012,Other fossil,148.11371899999997
4543,2012,Nuclear,882.406017
4545,2012,Hydro,337.0380709999999
4546,2012,Wind,207.227868
4547,2012,Solar,71.5506359999999
4548,2012,Bioenergy,147.6150359999998
4549,2012,Other renewables,6.2575309999999975
4550,2012,Fossil,1617.78039
4551,2012,Coal,886.3701789999998
4552,2012,Hard Coal,546.258179
4553,2012,Lignite,340.11199999999997
4554,2012,Gas,583.2964920000001
4555,2012,Other fossil,148.11371899999997
4556,2012,Nuclear,882.406017
4558,2012,Hydro,337.0380709999999
4559,2012,Wind,207.227868
4560,2012,Solar,71.5506359999999
4561,2012,Bioenergy,147.6150359999998
4562,2012,Other renewables,6.2575309999999975
4563,2012,Fossil,1617.78039
4564,2012,Coal,886.3701789999998
4565,2012,Hard Coal,546.258179
4566,2012,Lignite,340.11199999999997
4567,2012,Gas,583.2964920000001
4568,2012,Other fossil,148.11371899999997
4569,2012,Nuclear,882.406017
4571,2012,Hydro,337.0380709999999
4572,2012,Wind,207.227868
4573,2012,Solar,71.5506359999999
4574,2012,Bioenergy,147.6150359999998
4575,2012,Other renewables,6.2575309999999975
4576,2012,Fossil,1617.78039
4577,2012,Coal,886.3701789999998
4578,2012,Hard Coal,546.258179
4579,2012,Lignite,340.11199999999997
4580,2012,Gas,583.2964920000001
4581,2012,Other fossil,148.11371899999997
4582,2012,Nuclear,882.406017
4584,2012,Hydro,337.0380709999999
