,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh)
1265,2002,Hungary,Renewables,0.236972,0.65539780266998,-7.87508406905907,-0.0202569999999999
1266,2002,Hungary,Hydro,0.194,0.536549354851949,4.3010752688172,0.008
1268,2002,Hungary,Wind,0.001,0.00276571832397912,0.0,0.0
1269,2002,Hungary,Solar,0.0,0.0,,0.0
1270,2002,Hungary,Bioenergy,0.041972,0.116082729494051,-40.2355152429907,-0.0282569999999999
1271,2002,Hungary,Other renewables,0.0,0.0,,0.0
1275,2002,Ireland,Fossil,23.461,94.437064766735,-0.610040245710663,-0.144000000000001
1276,2002,Ireland,Coal,6.821,27.4564263575252,-3.41263098272445,-0.241
1277,2002,Ireland,Hard Coal,6.821,27.4564263575252,-3.41263098272445,-0.241
1278,2002,Ireland,Lignite,0.0,0.0,,0.0
1279,2002,Ireland,Gas,10.83,43.5937688684941,18.3994752377828,1.68299999999999
1280,2002,Ireland,Other fossil,5.81,23.3868695407156,-21.4440237966468,-1.586
1281,2002,Ireland,Nuclear,0.0,0.0,,0.0
1282,2002,Ireland,Renewables,1.382,5.5629352332649,34.5666991236611,0.355
1283,2002,Ireland,Hydro,0.912,3.67105422050477,53.0201342281879,0.315999999999999
1285,2002,Ireland,Wind,0.388,1.56180815521474,16.1676646706586,0.0539999999999999
1286,2002,Ireland,Solar,0.0,0.0,,0.0
1287,2002,Ireland,Bioenergy,0.082,0.330072857545385,-15.4639175257731,-0.015
1288,2002,Ireland,Other renewables,0.0,0.0,,0.0
1292,2002,Italy,Fossil,228.448403,82.542697871062,5.40927352560522,11.723256
1293,2002,Italy,Coal,35.447,12.8076667335491,11.7144658052316,3.717
1294,2002,Italy,Hard Coal,35.447,12.8076667335491,11.7250291549784,3.72
1295,2002,Italy,Lignite,0.0,0.0,-100.0,-0.003
1296,2002,Italy,Gas,99.414,35.9201450235297,-4.58210158559526,-4.774
1297,2002,Italy,Other fossil,93.587403,33.8148861139831,15.815749564825,12.780256
1298,2002,Italy,Nuclear,0.0,0.0,,0.0
1299,2002,Italy,Renewables,48.3155129999999,17.4573021289379,-11.0989259451152,-6.031989
1300,2002,Italy,Hydro,39.519358,14.2790861508116,-15.5754592586973,-7.290915
1302,2002,Italy,Wind,1.404,0.507291564699496,19.0839694656488,0.224999999999999
1303,2002,Italy,Solar,0.021,0.00758769434379588,10.5263157894736,0.002
1304,2002,Italy,Bioenergy,2.70915499999999,0.978868574760302,47.8611570933545,0.876925999999999
1305,2002,Italy,Other renewables,4.662,1.68446814432268,3.4390947415132,0.155
1309,2002,Latvia,Fossil,1.49,37.4888414086142,3.4004163775156,0.0489999999999999
1310,2002,Latvia,Coal,0.0,0.0,,0.0
1311,2002,Latvia,Hard Coal,0.0,0.0,,0.0
1312,2002,Latvia,Lignite,0.0,0.0,,0.0
1313,2002,Latvia,Gas,1.313,33.0354689728258,0.690184049079745,0.00899999999999989
1314,2002,Latvia,Other fossil,0.177,4.4533724357884,29.1970802919707,0.0399999999999999
1315,2002,Latvia,Nuclear,0.0,0.0,,0.0
1316,2002,Latvia,Renewables,2.48451599999999,62.5111585913857,-12.4902346845688,-0.354614
1317,2002,Latvia,Hydro,2.46360399999999,61.9850064762602,-13.0422628176506,-0.369501
1319,2002,Latvia,Wind,0.0112419999999999,0.282852050413182,227.468686280221,0.00780899999999999
1320,2002,Latvia,Solar,0.0,0.0,,0.0
1321,2002,Latvia,Bioenergy,0.00966999999999999,0.243300064712281,273.07098765432,0.00707799999999999
1322,2002,Latvia,Other renewables,0.0,0.0,,0.0
1326,2002,Lithuania,Fossil,2.656,15.4820155928845,1.99692780337941,0.052
1327,2002,Lithuania,Coal,0.0,0.0,,0.0
1328,2002,Lithuania,Hard Coal,0.0,0.0,,0.0
1329,2002,Lithuania,Lignite,0.0,0.0,,0.0
1330,2002,Lithuania,Gas,2.109,12.2935131345608,11.9426751592356,0.225
1331,2002,Lithuania,Other fossil,0.547,3.18850245832373,-24.0277777777777,-0.172999999999999
1332,2002,Lithuania,Nuclear,14.142,82.4347381455471,24.4675233233585,2.77999999999999
1333,2002,Lithuania,Renewables,0.357388999999999,2.0832462615683,9.10775562041299,0.029833
1334,2002,Lithuania,Hydro,0.353510999999999,2.06064111982537,8.58684834559953,0.027955
1336,2002,Lithuania,Wind,0.0,0.0,,0.0
1337,2002,Lithuania,Solar,0.0,0.0,,0.0
1338,2002,Lithuania,Bioenergy,0.00387799999999999,0.022605141742924,93.8999999999999,0.00187799999999999
1339,2002,Lithuania,Other renewables,0.0,0.0,,0.0
1343,2002,Luxembourg,Fossil,2.658283,94.6153980310845,279.550299338784,1.957906
1344,2002,Luxembourg,Coal,0.0,0.0,,0.0
1345,2002,Luxembourg,Hard Coal,0.0,0.0,,0.0
1346,2002,Luxembourg,Lignite,0.0,0.0,,0.0
1347,2002,Luxembourg,Gas,2.623906,93.3918287052773,293.717401612138,1.957462
1348,2002,Luxembourg,Other fossil,0.034377,1.22356932580714,1.30846079038104,0.000443999999999999
1349,2002,Luxembourg,Nuclear,0.0,0.0,,0.0
1350,2002,Luxembourg,Renewables,0.151283999999999,5.38460196891549,-9.7840671234593,-0.0164070000000001
1351,2002,Luxembourg,Hydro,0.0997309999999999,3.54969288861948,-15.5051172563373,-0.0183010000000001
1353,2002,Luxembourg,Wind,0.024479,0.87127304670079,3.11288963774223,0.000739000000000003
1354,2002,Luxembourg,Solar,5.9e-05,0.00209996771744542,28.2608695652174,1.3e-05
1355,2002,Luxembourg,Bioenergy,0.027015,0.961536065877767,4.41386773856917,0.001142
1356,2002,Luxembourg,Other renewables,0.0,0.0,,0.0
1360,2002,Malta,Fossil,2.052,100.0,5.60988162635101,0.108999999999999
1361,2002,Malta,Coal,0.0,0.0,,0.0
1362,2002,Malta,Hard Coal,0.0,0.0,,0.0
1363,2002,Malta,Lignite,0.0,0.0,,0.0
1364,2002,Malta,Gas,0.0,0.0,,0.0
1365,2002,Malta,Other fossil,2.052,100.0,5.60988162635101,0.108999999999999
1366,2002,Malta,Nuclear,0.0,0.0,,0.0
1367,2002,Malta,Renewables,0.0,0.0,,0.0
1368,2002,Malta,Hydro,0.0,0.0,,0.0
1370,2002,Malta,Wind,0.0,0.0,,0.0
1371,2002,Malta,Solar,0.0,0.0,,0.0
1372,2002,Malta,Bioenergy,0.0,0.0,,0.0
1373,2002,Malta,Other renewables,0.0,0.0,,0.0
1377,2002,Netherlands,Fossil,87.864624,91.7598086057544,1.99831652430877,1.72141400000001
1378,2002,Netherlands,Coal,25.992,27.144268497419,2.00541580000783,0.510999999999999
1379,2002,Netherlands,Hard Coal,25.992,27.144268497419,2.00541580000783,0.510999999999999
1380,2002,Netherlands,Lignite,0.0,0.0,,0.0
1381,2002,Netherlands,Gas,55.28,57.7306541450186,2.80634542783284,1.509
1382,2002,Netherlands,Other fossil,6.592624,6.88488596331674,-4.3328530112999,-0.298586
1383,2002,Netherlands,Nuclear,3.915,4.08855844749906,-1.53420523138833,-0.0609999999999999
1384,2002,Netherlands,Renewables,3.975397,4.15163294674646,20.3865004943681,0.673202
1385,2002,Netherlands,Hydro,0.11,0.114876482560637,-6.20656724562794,-0.00727899999999999
1387,2002,Netherlands,Wind,0.947371,0.989369528726853,14.7744178721135,0.121951
1388,2002,Netherlands,Solar,0.016391,0.0171176402331946,40.7677773960838,0.004747
1389,2002,Netherlands,Bioenergy,2.901635,3.03026929522578,23.5867933753916,0.553783
1390,2002,Netherlands,Other renewables,0.0,0.0,,0.0
1394,2002,Poland,Fossil,139.723966,98.0581225058155,-0.861045486672529,-1.213536
1395,2002,Poland,Coal,132.946,93.3013535749347,-1.49959250203749,-2.024
1396,2002,Poland,Hard Coal,79.902,56.0751339141037,-0.578595692261751,-0.465000000000003
1397,2002,Poland,Lignite,53.044,37.2262196608309,-2.85515447869165,-1.559
1398,2002,Poland,Gas,2.198,1.54255393285775,61.8556701030927,0.839999999999999
1399,2002,Poland,Other fossil,4.579966,3.2142149980231,-0.640763362289442,-0.0295359999999993
1400,2002,Poland,Nuclear,0.0,0.0,,0.0
1401,2002,Poland,Renewables,2.767,1.94187749418443,-0.574919151994246,-0.016
1402,2002,Poland,Hydro,2.279,1.5993996419394,-1.9784946236559,-0.0459999999999998
1404,2002,Poland,Wind,0.061,0.0428097315306291,335.714285714285,0.047
1405,2002,Poland,Solar,0.0,0.0,,0.0
1406,2002,Poland,Bioenergy,0.427,0.299668120714403,-3.82882882882883,-0.017
1407,2002,Poland,Other renewables,0.0,0.0,,0.0
1411,2002,Portugal,Fossil,35.917,78.6790799561883,18.0431853288198,5.49
1412,2002,Portugal,Coal,15.212,33.3231106243154,11.8036160517418,1.60599999999999
1413,2002,Portugal,Hard Coal,15.212,33.3231106243154,11.8036160517418,1.60599999999999
1414,2002,Portugal,Lignite,0.0,0.0,,0.0
1415,2002,Portugal,Gas,9.037,19.7962760131434,25.3050471436494,1.825
1416,2002,Portugal,Other fossil,11.668,25.5596933187294,21.4278280778436,2.05899999999999
1417,2002,Portugal,Nuclear,0.0,0.0,,0.0
1418,2002,Portugal,Renewables,9.733,21.3209200438116,-38.1678419414268,-6.008
1419,2002,Portugal,Hydro,7.8,17.0865279299014,-44.4206926036767,-6.234
1421,2002,Portugal,Wind,0.362,0.792990142387732,41.40625,0.105999999999999
1422,2002,Portugal,Solar,0.002,0.00438116100766703,100.0,0.001
1423,2002,Portugal,Bioenergy,1.473,3.22672508214676,9.51672862453532,0.128
1424,2002,Portugal,Other renewables,0.096,0.210295728368017,-8.57142857142856,-0.00899999999999999
1428,2002,Romania,Fossil,32.856,60.377081112867,-0.952610635475714,-0.316000000000002
1429,2002,Romania,Coal,20.3119999999999,37.3258848175236,3.13801157713007,0.617999999999998
1430,2002,Romania,Hard Coal,0.4,0.735050902274982,-56.8034557235421,-0.526
1431,2002,Romania,Lignite,19.912,36.5908339152486,6.09548167092923,1.14399999999999
1432,2002,Romania,Gas,8.966,16.4761659744937,11.0615632354762,0.892999999999998
1433,2002,Romania,Other fossil,3.578,6.57503032084971,-33.8020351526364,-1.827
1434,2002,Romania,Nuclear,5.513,10.1308390606049,1.23026074182885,0.0670000000000001
1435,2002,Romania,Renewables,16.049,29.4920798265279,7.54539971855525,1.12599999999999
1436,2002,Romania,Hydro,16.046,29.4865669447609,7.52529652214701,1.12299999999999
1438,2002,Romania,Wind,0.0,0.0,,0.0
1439,2002,Romania,Solar,0.0,0.0,,0.0
1440,2002,Romania,Bioenergy,0.003,0.00551288176706236,inf,0.003
1441,2002,Romania,Other renewables,0.0,0.0,,0.0
1445,2002,Slovakia,Fossil,8.81899999999999,27.3950049701789,-8.63033568172399,-0.833
1446,2002,Slovakia,Coal,5.15499999999999,16.0132952286282,-11.4565441429062,-0.667
1447,2002,Slovakia,Hard Coal,3.141,9.75708250497017,-1.35050251256282,-0.0430000000000001
1448,2002,Slovakia,Lignite,2.014,6.25621272365805,-23.6542835481425,-0.624
1449,2002,Slovakia,Gas,2.511,7.80007455268389,-6.96554279362725,-0.187999999999999
1450,2002,Slovakia,Other fossil,1.153,3.58163518886679,1.94518125552607,0.022
1451,2002,Slovakia,Nuclear,17.953,55.7685139165009,4.9698883236859,0.849999999999997
1452,2002,Slovakia,Renewables,5.42,16.83648111332,6.66351792813004,0.3386
1453,2002,Slovakia,Hydro,5.268,16.3643141153081,6.92104729044043,0.341
1455,2002,Slovakia,Wind,0.0,0.0,,0.0
1456,2002,Slovakia,Solar,0.0,0.0,,0.0
1457,2002,Slovakia,Bioenergy,0.152,0.472166998011928,-1.55440414507772,-0.00240000000000001
1458,2002,Slovakia,Other renewables,0.0,0.0,,0.0
1462,2002,Slovenia,Fossil,5.656,38.7448690106947,5.89777195281782,0.314999999999999
1463,2002,Slovenia,Coal,5.302,36.3198895853435,7.78613539337262,0.382999999999999
1464,2002,Slovenia,Hard Coal,0.494,3.38401083650692,40.3409090909091,0.142
1465,2002,Slovenia,Lignite,4.808,32.9358787488366,5.27698708123494,0.240999999999999
1466,2002,Slovenia,Gas,0.288,1.9728646172348,-2.7027027027027,-0.008
1467,2002,Slovenia,Other fossil,0.066,0.45211480811631,-47.6190476190476,-0.06
1468,2002,Slovenia,Nuclear,5.528,37.8680402919236,5.15503138672246,0.270999999999999
1469,2002,Slovenia,Renewables,3.414062,23.3870906973816,-11.7280155297955,-0.453599999999999
1470,2002,Slovenia,Hydro,3.312564,22.6918066247423,-12.7293822703252,-0.483173999999999
1472,2002,Slovenia,Wind,0.0,0.0,,0.0
1473,2002,Slovenia,Solar,1e-06,6.85022436539864e-06,inf,1e-06
1474,2002,Slovenia,Bioenergy,0.101497,0.695277222414865,41.1170124019798,0.029573
1475,2002,Slovenia,Other renewables,0.0,0.0,,0.0
1479,2002,Spain,Fossil,143.719,59.9066297075925,19.7089715718367,23.6619999999999
1480,2002,Spain,Coal,81.1819999999999,33.8392280277609,15.5286751102888,10.9119999999999
1481,2002,Spain,Hard Coal,74.627,31.1068964798566,16.876791279698,10.7759999999999
1482,2002,Spain,Lignite,6.555,2.73233154790437,2.11871007945163,0.136
1483,2002,Spain,Gas,32.386,13.4995102227965,38.6505693980649,9.028
1484,2002,Spain,Other fossil,30.151,12.567891457035,14.0830148700291,3.722
1485,2002,Spain,Nuclear,63.016,26.2670640461849,-1.08620581402649,-0.692
1486,2002,Spain,Renewables,33.17,13.8263062462224,-32.7112283193021,-16.125
1487,2002,Spain,Hydro,21.224,8.84683520560221,-48.092349833692,-19.6639999999999
1489,2002,Spain,Wind,9.342,3.89404139138409,38.2157123834886,2.583
1490,2002,Spain,Solar,0.018,0.00750296992559554,5.88235294117645,0.000999999999999997
1491,2002,Spain,Bioenergy,2.586,1.07792667931056,58.5530349478847,0.954999999999999
1492,2002,Spain,Other renewables,0.0,0.0,,0.0
1496,2002,Sweden,Fossil,7.444,5.07431267517975,20.7461476074614,1.279
1497,2002,Sweden,Coal,2.373,1.61759053979064,26.2905800957956,0.494
1498,2002,Sweden,Hard Coal,2.373,1.61759053979064,26.2905800957956,0.494
1499,2002,Sweden,Lignite,0.0,0.0,,0.0
1500,2002,Sweden,Gas,0.556,0.379005621628149,40.759493670886,0.161
1501,2002,Sweden,Other fossil,4.515,3.07771651376096,16.0370084811102,0.623999999999999
1502,2002,Sweden,Nuclear,68.111,46.4288703142354,-5.54438419614748,-3.99799999999999
1503,2002,Sweden,Renewables,71.144671,48.4968170105848,-14.6132647109411,-12.1758479999999
1504,2002,Sweden,Hydro,66.36,45.2352752720215,-16.0637490513533,-12.6999999999999
1506,2002,Sweden,Wind,0.608,0.4144521905574,26.1410788381742,0.126
1507,2002,Sweden,Solar,0.001671,0.00113906185924575,10.0065832784726,0.000152
1508,2002,Sweden,Bioenergy,4.175,2.84595048614662,10.5374635954461,0.397999999999999
1509,2002,Sweden,Other renewables,0.0,0.0,,0.0
1513,2002,United Kingdom,Fossil,285.619617,74.2654049022804,1.02375842741486,2.89442300000001
1514,2002,United Kingdom,Coal,124.279,32.3144129692272,-5.46321722792312,-7.18200000000001
1515,2002,United Kingdom,Hard Coal,124.279,32.3144129692272,-5.46321722792312,-7.18200000000001
1516,2002,United Kingdom,Lignite,0.0,0.0,,0.0
1517,2002,United Kingdom,Gas,152.276,39.5940549030974,7.30841055635813,10.371
1518,2002,United Kingdom,Other fossil,9.064617,2.3569370299558,-3.14746120232146,-0.294576999999998
1519,2002,United Kingdom,Nuclear,87.848,22.8418039292291,-2.49295180589161,-2.24599999999999
1520,2002,United Kingdom,Renewables,11.1254749999999,2.89279116849035,16.513273672706,1.57679899999999
1521,2002,United Kingdom,Hydro,4.78757499999999,1.24484165201802,18.0453282027877,0.731865999999999
1523,2002,United Kingdom,Wind,1.25602399999999,0.326585169137671,30.1463289281991,0.290937999999999
1524,2002,United Kingdom,Solar,0.002698,0.00070152066069871,48.2417582417582,0.000877999999999999
1525,2002,United Kingdom,Bioenergy,5.079126,1.32064930589028,12.2201360218362,0.553087999999998
1526,2002,United Kingdom,Other renewables,5.2e-05,1.35207836754384e-05,126.086956521739,2.9e-05
1530,2003,Austria,Fossil,22.829545,39.3062848248701,21.4827889832762,4.03713399999999
1531,2003,Austria,Coal,8.443,14.5365561502158,27.6727657644034,1.83
1532,2003,Austria,Hard Coal,6.932,11.9350239527769,34.5235784979623,1.779
1533,2003,Austria,Lignite,1.511,2.60153219743883,3.4931506849315,0.0509999999999999
1534,2003,Austria,Gas,11.164,19.2213801801503,19.9398366996132,1.85599999999999
1535,2003,Austria,Other fossil,3.222545,5.54834849450399,12.2286220955481,0.351134
1536,2003,Austria,Nuclear,0.0,0.0,,0.0
1537,2003,Austria,Renewables,35.251612,60.6937151751298,-15.8595150636325,-6.64452399999999
1538,2003,Austria,Hydro,33.214992,57.18720789257,-17.4308542588723,-7.01188899999999
1540,2003,Austria,Wind,0.372278999999999,0.640963471165011,166.259709050336,0.232460999999999
1541,2003,Austria,Solar,0.014692,0.0252956393413443,62.7201240447446,0.005663
1542,2003,Austria,Bioenergy,1.646684,2.83514324619945,8.51702502169771,0.129241
1543,2003,Austria,Other renewables,0.00296499999999999,0.00510492585400803,0.0,0.0
1547,2003,Belgium,Fossil,34.99,41.8736013211905,7.85734101908082,2.549
1548,2003,Belgium,Coal,9.638,11.5340888692093,-3.89869378801476,-0.391
1549,2003,Belgium,Hard Coal,9.638,11.5340888692093,-3.89869378801476,-0.391
1550,2003,Belgium,Lignite,0.0,0.0,,0.0
1551,2003,Belgium,Gas,21.609,25.8601500700087,20.9368703828072,3.741
1552,2003,Belgium,Other fossil,3.743,4.47936238197245,-17.6276408450704,-0.800999999999999
1553,2003,Belgium,Nuclear,47.379,56.6998958844437,0.0401182432432367,0.0189999999999983
1554,2003,Belgium,Renewables,1.192,1.42650279436579,4.7451669595782,0.054
1555,2003,Belgium,Hydro,0.247,0.295592441449958,-31.3888888888888,-0.112999999999999
1557,2003,Belgium,Wind,0.088,0.105312286832373,54.3859649122806,0.0309999999999999
1558,2003,Belgium,Solar,0.0,0.0,,0.0
1559,2003,Belgium,Bioenergy,0.857,1.02559806608346,18.8626907073508,0.136
1560,2003,Belgium,Other renewables,0.0,0.0,,0.0
1564,2003,Bulgaria,Fossil,22.019,52.0617581690074,11.4716751885789,2.26599999999999
1565,2003,Bulgaria,Coal,19.237,45.4839930013713,11.9601908974508,2.05499999999999
1566,2003,Bulgaria,Hard Coal,4.525,10.6989171040809,17.1369402019156,0.662
1567,2003,Bulgaria,Lignite,14.712,34.7850758972903,10.458743148885,1.39299999999999
1568,2003,Bulgaria,Gas,1.762,4.16607556627417,14.4899285250162,0.223
1569,2003,Bulgaria,Other fossil,1.02,2.41168960136189,-1.16279069767442,-0.012
1570,2003,Bulgaria,Nuclear,17.28,40.8568591289544,-14.5485115221046,-2.942
1571,2003,Bulgaria,Renewables,2.995,7.08138270203811,41.5406427221171,0.879
1572,2003,Bulgaria,Hydro,2.995,7.08138270203811,41.5406427221171,0.879
1574,2003,Bulgaria,Wind,0.0,0.0,,0.0
1575,2003,Bulgaria,Solar,0.0,0.0,,0.0
1576,2003,Bulgaria,Bioenergy,0.0,0.0,,0.0
1577,2003,Bulgaria,Other renewables,0.0,0.0,,0.0
1581,2003,Croatia,Fossil,7.734,58.6273290983792,12.8392179749051,0.879999999999999
1582,2003,Croatia,Coal,2.404,18.2234418350793,13.9876718824087,0.294999999999999
1583,2003,Croatia,Hard Coal,2.393,18.1400567018905,14.1698473282442,0.296999999999999
1584,2003,Croatia,Lignite,0.011,0.0833851331887991,-15.3846153846153,-0.002
1585,2003,Croatia,Gas,2.061,15.6233417729195,-18.4408389394539,-0.466
1586,2003,Croatia,Other fossil,3.269,24.7805454903803,47.3850315599639,1.051
1587,2003,Croatia,Nuclear,0.0,0.0,,0.0
1588,2003,Croatia,Renewables,5.4578,41.3726709016207,-6.7265953447038,-0.393599999999998
1589,2003,Croatia,Hydro,5.4578,41.3726709016207,-6.7265953447038,-0.393599999999998
1591,2003,Croatia,Wind,0.0,0.0,,0.0
1592,2003,Croatia,Solar,0.0,0.0,,0.0
1593,2003,Croatia,Bioenergy,0.0,0.0,,0.0
1594,2003,Croatia,Other renewables,0.0,0.0,,0.0
1598,2003,Cyprus,Fossil,4.052,100.0,7.05416116248347,0.266999999999999
1599,2003,Cyprus,Coal,0.0,0.0,,0.0
1600,2003,Cyprus,Hard Coal,0.0,0.0,,0.0
1601,2003,Cyprus,Lignite,0.0,0.0,,0.0
1602,2003,Cyprus,Gas,0.0,0.0,,0.0
1603,2003,Cyprus,Other fossil,4.052,100.0,7.05416116248347,0.266999999999999
1604,2003,Cyprus,Nuclear,0.0,0.0,,0.0
1605,2003,Cyprus,Renewables,0.0,0.0,,0.0
1606,2003,Cyprus,Hydro,0.0,0.0,,0.0
1608,2003,Cyprus,Wind,0.0,0.0,,0.0
1609,2003,Cyprus,Solar,0.0,0.0,,0.0
1610,2003,Cyprus,Bioenergy,0.0,0.0,,0.0
1611,2003,Cyprus,Other renewables,0.0,0.0,,0.0
1615,2003,Czech Republic,Fossil,55.064475,66.4908304629947,1.48536438633861,0.805937
1616,2003,Czech Republic,Coal,50.7789999999999,61.3160822850014,1.74724988478569,0.871999999999992
1617,2003,Czech Republic,Hard Coal,5.645,6.81638639002015,3.74931078845799,0.203999999999999
1618,2003,Czech Republic,Lignite,45.134,54.4996958949813,1.50227139837177,0.667999999999999
1619,2003,Czech Republic,Gas,1.584,1.91269371865224,-1.30841121495326,-0.0209999999999999
1620,2003,Czech Republic,Other fossil,2.701475,3.26205445934095,-1.64072006285732,-0.0450630000000003
1621,2003,Czech Republic,Nuclear,25.872,31.24066407132,38.0723663144412,7.134
1622,2003,Czech Republic,Renewables,1.878666,2.26850546568531,-37.3347489725441,-1.119273
1623,2003,Czech Republic,Hydro,1.383,1.66998447783841,-44.5024077046549,-1.109
1625,2003,Czech Republic,Wind,0.004893,0.00590833987712464,142.708333333333,0.0028770000000000002
1626,2003,Czech Republic,Solar,0.000184,0.000222181593580816,58.6206896551724,6.8e-05
1627,2003,Czech Republic,Bioenergy,0.490589,0.59239046637619,-2.62362372892794,-0.013218
1628,2003,Czech Republic,Other renewables,0.0,0.0,,0.0
1632,2003,Denmark,Fossil,38.089,82.5026534104447,17.2510389410497,5.60399999999999
1633,2003,Denmark,Coal,25.307,54.81621071328,38.615325628526,7.04999999999999
1634,2003,Denmark,Hard Coal,25.307,54.81621071328,38.615325628526,7.04999999999999
1635,2003,Denmark,Lignite,0.0,0.0,,0.0
1636,2003,Denmark,Gas,9.764,21.1493057811856,1.81438998957246,0.173999999999999
1637,2003,Denmark,Other fossil,3.018,6.53713691597894,-34.9288486416558,-1.62
1638,2003,Denmark,Nuclear,0.0,0.0,,0.0
1639,2003,Denmark,Renewables,8.078,17.4973465895553,18.9865959640594,1.28899999999999
1640,2003,Denmark,Hydro,0.021,0.0454870361946845,-34.375,-0.011
1642,2003,Denmark,Wind,5.561,12.0454003942209,14.0250153783063,0.684
1643,2003,Denmark,Solar,0.002,0.00433209868520804,100.0,0.001
1644,2003,Denmark,Bioenergy,2.494,5.40212706045443,32.7301756253326,0.615
1645,2003,Denmark,Other renewables,0.0,0.0,,0.0
1649,2003,Estonia,Fossil,10.11,99.5176690619155,18.9831705307755,1.61299999999999
1650,2003,Estonia,Coal,0.0,0.0,,0.0
1651,2003,Estonia,Hard Coal,0.0,0.0,,0.0
1652,2003,Estonia,Lignite,0.0,0.0,,0.0
1653,2003,Estonia,Gas,0.504,4.96111822029727,-4.72589792060491,-0.025
1654,2003,Estonia,Other fossil,9.606,94.5565508416182,20.5572289156626,1.638
1655,2003,Estonia,Nuclear,0.0,0.0,,0.0
1656,2003,Estonia,Renewables,0.049,0.482330938084457,63.3333333333333,0.019
1657,2003,Estonia,Hydro,0.013,0.127965350920366,116.666666666666,0.00699999999999999
1659,2003,Estonia,Wind,0.006,0.0590609311940151,500.0,0.005
1660,2003,Estonia,Solar,0.0,0.0,,0.0
1661,2003,Estonia,Bioenergy,0.03,0.295304655970075,30.4347826086956,0.00699999999999999
1662,2003,Estonia,Other renewables,0.0,0.0,,0.0
1700,2003,Finland,Fossil,42.283967,50.2899512192801,29.7273147142809,9.689469
1701,2003,Finland,Coal,19.248,22.8923880549973,51.4874862269793,6.542
1702,2003,Finland,Hard Coal,19.248,22.8923880549973,51.4874862269793,6.542
1703,2003,Finland,Lignite,0.0,0.0,,0.0
1704,2003,Finland,Gas,13.848,16.4699599847051,19.1225806451613,2.223
1705,2003,Finland,Other fossil,9.187967,10.9276031795776,11.1873809372253,0.924469
1706,2003,Finland,Nuclear,22.731,27.0348541603359,1.95559542498318,0.435999999999999
1707,2003,Finland,Renewables,19.0653829999999,22.6751946203839,-3.85915177185814,-0.765296000000002
1708,2003,Finland,Hydro,9.591,11.406945855958,-10.9966592427616,-1.185
1710,2003,Finland,Wind,0.093,0.110608483432811,45.3125,0.0289999999999999
1711,2003,Finland,Solar,0.002097,0.00249404290063017,12.4396782841823,0.000232
1712,2003,Finland,Bioenergy,9.37928599999999,11.1551462380924,4.34397685834859,0.390471999999999
1713,2003,Finland,Other renewables,0.0,0.0,,0.0
1717,2003,France,Fossil,57.377,10.2184576668508,8.94918730062281,4.713
1718,2003,France,Coal,26.26,4.67672932240274,10.9983937780032,2.602
1719,2003,France,Hard Coal,26.26,4.67672932240274,12.1599111604664,2.847
1720,2003,France,Lignite,0.0,0.0,-100.0,-0.245
1721,2003,France,Gas,19.368,3.449310491862,5.43851053405193,0.998999999999998
1722,2003,France,Other fossil,11.749,2.09241785258605,10.4540753971984,1.112
1723,2003,France,Nuclear,441.07,78.5515994757112,0.986811979118962,4.31
1724,2003,France,Renewables,63.0565249999999,11.2299428574379,-1.79142254834028,-1.15021399999999
1725,2003,France,Hydro,58.9436399999999,10.4974657104779,-2.40571772469621,-1.45297199999999
1727,2003,France,Wind,0.38775,0.0690556662133154,45.9957076697164,0.122159999999999
1728,2003,France,Solar,0.007767,0.00138325044353016,9.33277027027028,0.000663
1729,2003,France,Bioenergy,3.227,0.574706988705013,6.04666447584618,0.183999999999999
1730,2003,France,Other renewables,0.490367999999999,0.0873312415981716,-0.822153861089369,-0.00406499999999998
1734,2003,Germany,Fossil,392.9,65.038900844231,5.90296495956872,21.8999999999999
1735,2003,Germany,Coal,304.7,50.4386690945207,4.13533834586465,12.0999999999999
1736,2003,Germany,Hard Coal,146.5,24.2509518291673,8.84101040118872,11.9
1737,2003,Germany,Lignite,158.2,26.1877172653534,0.126582278481013,0.199999999999988
1738,2003,Germany,Gas,62.9,10.4121834133421,11.7229129662522,6.6
1739,2003,Germany,Other fossil,25.3,4.18804833636815,14.4796380090497,3.19999999999999
1740,2003,Germany,Nuclear,165.1,27.329912266181,0.182038834951447,0.299999999999982
1741,2003,Germany,Renewables,46.1,7.63118688958781,0.0,0.0
1742,2003,Germany,Hydro,17.7,2.92997848038404,-25.3164556962025,-6.0
1744,2003,Germany,Wind,19.2,3.17828174143353,21.5189873417721,3.39999999999999
1745,2003,Germany,Solar,0.3,0.049660652209899,49.9999999999999,0.0999999999999999
1746,2003,Germany,Bioenergy,8.9,1.47326601556033,39.0625,2.5
1747,2003,Germany,Other renewables,0.0,0.0,,0.0
1751,2003,Greece,Fossil,52.013,89.8247128918055,3.26596251588309,1.64499999999999
1752,2003,Greece,Coal,35.17,60.7374147310249,1.74738182028582,0.603999999999999
1753,2003,Greece,Hard Coal,0.078,0.134703393489336,290.0,0.0579999999999999
1754,2003,Greece,Lignite,35.092,60.6027113375356,1.58050136050482,0.545999999999999
1755,2003,Greece,Gas,8.024,13.8571798635696,13.638294859085,0.962999999999999
1756,2003,Greece,Other fossil,8.819,15.2301182972109,0.892346413453859,0.0780000000000011
