,Unnamed: 0,Year,Area,Variable,Generation (TWh),Share of production (%),Change on last year (%),Change on last year (TWh)
3813,5359,2010,Ireland,Gas,18.113277,64.2852914393516,11.127521251824101,1.8137349999999999
3814,5360,2010,Ireland,Other fossil,2.779619,9.86506293175769,-21.601583300991802,-0.7658849999999989
3815,5361,2010,Ireland,Nuclear,0.0,0.0,,0.0
3817,5363,2010,Ireland,Hydro,0.5992310000000001,2.126712878873,-33.5468109220679,-0.30250299999999897
3818,5365,2010,Ireland,Wind,2.814659,9.989422351206471,-4.75626662948946,-0.140557999999999
3819,5366,2010,Ireland,Solar,0.00047599999999999997,0.0016893574103201401,12.2641509433962,5.1999999999999895e-05
3820,5367,2010,Ireland,Bioenergy,0.314416,1.1158844527798601,24.9745611803612,0.0628319999999999
3821,5368,2010,Ireland,Other renewables,0.0,0.0,,0.0
3822,5372,2010,Italy,Fossil,220.931631,74.16436548353799,1.19697183042561,2.61321
3823,5373,2010,Italy,Coal,39.734,13.338275215661099,-0.0276764372876936,-0.0109999999999956
3824,5374,2010,Italy,Hard Coal,39.734,13.338275215661099,-0.0276764372876936,-0.0109999999999956
3825,5375,2010,Italy,Lignite,0.0,0.0,,0.0
3826,5376,2010,Italy,Gas,152.811,51.2970044289626,3.70121541562329,5.454
3827,5377,2010,Italy,Other fossil,28.386631,9.52908583891426,-9.065068670107939,-2.8297899999999903
3828,5378,2010,Italy,Nuclear,0.0,0.0,,0.0
3830,5380,2010,Italy,Hydro,51.1167639999999,17.1593463121256,4.02804930053191,1.9792819999999898
3831,5382,2010,Italy,Wind,9.125917999999999,3.0634722373674,39.479056479743704,2.583059
3832,5383,2010,Italy,Solar,1.9056609999999898,0.639709842597073,181.702072933312,1.22918
3833,5384,2010,Italy,Bioenergy,9.438698,3.16846910961672,24.926053163368103,1.88327
3834,5385,2010,Italy,Other renewables,5.375916,1.80463701475503,0.6382466506746011,0.0340939999999987
3835,5389,2010,Latvia,Fossil,2.992,45.1509372290302,48.63387978142071,0.9790000000000001
3836,5390,2010,Latvia,Coal,0.002,0.0301811077734159,0.0,0.0
3837,5391,2010,Latvia,Hard Coal,0.002,0.0301811077734159,0.0,0.0
3838,5392,2010,Latvia,Lignite,0.0,0.0,,0.0
3839,5393,2010,Latvia,Gas,2.988,45.0905750134834,48.8789237668161,0.980999999999999
3840,5394,2010,Latvia,Other fossil,0.002,0.0301811077734159,-50.0,-0.002
3841,5395,2010,Latvia,Nuclear,0.0,0.0,,0.0
3843,5397,2010,Latvia,Hydro,3.5205059999999904,53.1263855014787,1.8340216748016,0.0634039999999998
3844,5399,2010,Latvia,Wind,0.0490569999999999,0.740297302020232,-2.06033260795784,-0.001032
3845,5400,2010,Latvia,Solar,0.0,0.0,,0.0
3846,5401,2010,Latvia,Bioenergy,0.065099,0.982379967470802,35.9741833068761,0.017223
3847,5402,2010,Latvia,Other renewables,0.0,0.0,,0.0
3848,5406,2010,Lithuania,Fossil,3.833,80.7972728338194,35.1551480959097,0.997
3849,5407,2010,Lithuania,Coal,0.0,0.0,,0.0
3850,5408,2010,Lithuania,Hard Coal,0.0,0.0,,0.0
3851,5409,2010,Lithuania,Lignite,0.0,0.0,,0.0
3852,5410,2010,Lithuania,Gas,3.1860000000000004,67.1589124050479,51.6420752022846,1.085
3853,5411,2010,Lithuania,Other fossil,0.647,13.6383604287715,-11.9727891156462,-0.0879999999999999
3854,5412,2010,Lithuania,Nuclear,0.0,0.0,-100.0,-10.852
3856,5414,2010,Lithuania,Hydro,0.5401929999999989,11.386934830138099,27.3595537406754,0.11604499999999901
3857,5416,2010,Lithuania,Wind,0.223978,4.7213179167162,42.0459157787924,0.066298
3858,5417,2010,Lithuania,Solar,0.0,0.0,,0.0
3859,5418,2010,Lithuania,Bioenergy,0.146801,3.09447441932625,43.7872198714935,0.044705
3860,5419,2010,Lithuania,Other renewables,0.0,0.0,,0.0
3861,5423,2010,Luxembourg,Fossil,2.962916,91.70423046115249,2.74706201999583,0.0792169999999998
3862,5424,2010,Luxembourg,Coal,0.0,0.0,,0.0
3863,5425,2010,Luxembourg,Hard Coal,0.0,0.0,,0.0
3864,5426,2010,Luxembourg,Lignite,0.0,0.0,,0.0
3865,5427,2010,Luxembourg,Gas,2.916007,90.25236555958179,2.59606835640155,0.0737860000000001
3866,5428,2010,Luxembourg,Other fossil,0.046909,1.45186490157068,13.0936882202613,0.00543099999999999
3867,5429,2010,Luxembourg,Nuclear,0.0,0.0,,0.0
3869,5431,2010,Luxembourg,Hydro,0.10766099999999999,3.33217990509287,1.7214826292766399,0.0018220000000001
3870,5433,2010,Luxembourg,Wind,0.05508300000000001,1.7048556646532198,-13.216851525081902,-0.008389
3871,5434,2010,Luxembourg,Solar,0.021148,0.654544734238991,4.09529434928133,0.0008319999999999951
3872,5435,2010,Luxembourg,Bioenergy,0.0841399999999999,2.60418923486233,7.616550489224251,0.005954999999999979
3873,5436,2010,Luxembourg,Other renewables,0.0,0.0,,0.0
3874,5440,2010,Malta,Fossil,2.113,99.9678286211725,-2.53690036900369,-0.0550000000000001
3875,5441,2010,Malta,Coal,0.0,0.0,,0.0
3876,5442,2010,Malta,Hard Coal,0.0,0.0,,0.0
3877,5443,2010,Malta,Lignite,0.0,0.0,,0.0
3878,5444,2010,Malta,Gas,0.0,0.0,,0.0
3879,5445,2010,Malta,Other fossil,2.113,99.9678286211725,-2.53690036900369,-0.0550000000000001
3880,5446,2010,Malta,Nuclear,0.0,0.0,,0.0
3882,5448,2010,Malta,Hydro,0.0,0.0,,0.0
3883,5450,2010,Malta,Wind,0.0,0.0,,0.0
3884,5451,2010,Malta,Solar,0.0006799999999999991,0.0321713788274478,inf,0.0006799999999999991
3885,5452,2010,Malta,Bioenergy,0.0,0.0,,0.0
3886,5453,2010,Malta,Other renewables,0.0,0.0,,0.0
3887,5457,2010,Netherlands,Fossil,103.94961500000001,87.2680732177396,5.557806121081719,5.473131999999991
3888,5458,2010,Netherlands,Coal,22.588,18.963141304970698,-6.96103468160473,-1.68999999999999
3889,5459,2010,Netherlands,Hard Coal,22.588,18.963141304970698,-6.96103468160473,-1.68999999999999
3890,5460,2010,Netherlands,Lignite,0.0,0.0,,0.0
3891,5461,2010,Netherlands,Gas,75.333,63.24377208816,9.38117086769658,6.4609999999999905
3892,5462,2010,Netherlands,Other fossil,6.0286149999999905,5.0611598246089,13.181906334817901,0.7021319999999979
3893,5463,2010,Netherlands,Nuclear,3.969,3.33206604566268,-6.5677966101694905,-0.27899999999999997
3895,5465,2010,Netherlands,Hydro,0.105,0.0881498953879017,7.142857142857139,0.00699999999999999
3896,5467,2010,Netherlands,Wind,3.9931370000000004,3.35232960780533,-12.8254606414891,-0.5874859999999991
3897,5468,2010,Netherlands,Solar,0.055872000000000005,0.0469058186201223,24.4365256124721,0.010971999999999999
3898,5469,2010,Netherlands,Bioenergy,7.04266199999999,5.912475414784289,15.2363587751798,0.9311689999999989
3899,5470,2010,Netherlands,Other renewables,0.0,0.0,,0.0
3900,5474,2010,Poland,Fossil,146.11824099999998,93.0647868134704,2.6056027616997204,3.7105780000000204
3901,5475,2010,Poland,Coal,136.514,86.9477090615545,2.3435391489489303,3.1260000000000003
3902,5476,2010,Poland,Hard Coal,87.863,55.9611949051039,5.66298674748058,4.709
3903,5477,2010,Poland,Lignite,48.651,30.9865141564505,-3.15125213998487,-1.58299999999999
3904,5478,2010,Poland,Gas,4.798,3.05591447087726,0.229789011907244,0.0110000000000001
3905,5479,2010,Poland,Other fossil,4.806241,3.06116328103868,13.5512324038082,0.5735779999999999
3906,5480,2010,Poland,Nuclear,0.0,0.0,,0.0
3908,5482,2010,Poland,Hydro,2.919942,1.85975260773703,22.9381453065115,0.5448109999999999
3909,5484,2010,Poland,Wind,1.664339,1.0600411910265501,54.4948471982162,0.5870609999999999
3910,5485,2010,Poland,Solar,0.0,0.0,,0.0
3911,5486,2010,Poland,Bioenergy,6.304489999999991,4.01541938776594,20.629620842198698,1.07816999999999
3912,5487,2010,Poland,Other renewables,0.0,0.0,,0.0
3913,5491,2010,Portugal,Fossil,25.335162,47.1907209125828,-18.774361524396802,-5.855928
3914,5492,2010,Portugal,Coal,7.1,13.2248658397896,-44.9441687344913,-5.796
3915,5493,2010,Portugal,Hard Coal,7.1,13.2248658397896,-44.9441687344913,-5.796
3916,5494,2010,Portugal,Lignite,0.0,0.0,,0.0
3917,5495,2010,Portugal,Gas,14.9,27.753591691953,1.2778684067427901,0.188
3918,5496,2010,Portugal,Other fossil,3.3351620000000004,6.212263380840089,-6.91939080514305,-0.247928
3919,5497,2010,Portugal,Nuclear,0.0,0.0,,0.0
3921,5499,2010,Portugal,Hydro,16.147897,30.077995974611603,94.9224596454942,7.863630000000001
3922,5501,2010,Portugal,Wind,9.181572000000001,17.1021208307562,21.1774691258225,1.604609
3923,5502,2010,Portugal,Solar,0.21133000000000002,0.393635337735599,32.08125,0.051329999999999994
3924,5503,2010,Portugal,Bioenergy,2.613689,4.86840653125832,25.309247187278103,0.527898
3925,5504,2010,Portugal,Other renewables,0.197095,0.367120413055401,7.153536265134241,0.0131579999999999
3926,5508,2010,Romania,Fossil,28.6959999999999,47.33848225659779,-5.716914180575629,-1.74
3927,5509,2010,Romania,Coal,20.680999999999997,34.1165023539413,-4.90619827110537,-1.06699999999999
3928,5510,2010,Romania,Hard Coal,0.757,1.2487883700949398,9.07780979827091,0.063
3929,5511,2010,Romania,Lignite,19.924,32.8677139838463,-5.367151135176201,-1.1299999999999901
3930,5512,2010,Romania,Gas,7.2620000000000005,11.979790150105,-4.84800838574424,-0.37
3931,5513,2010,Romania,Other fossil,0.753,1.24218975255151,-28.693181818181802,-0.303
3932,5514,2010,Romania,Nuclear,11.623,19.1739329268342,-1.09768550034038,-0.12900000000000097
3934,5516,2010,Romania,Hydro,19.882884,32.7998867941174,27.999893906827,4.349368
3935,5518,2010,Romania,Wind,0.306348,0.505368321799004,3277.9689050611896,0.297279
3936,5519,2010,Romania,Solar,3.59999999999999e-05,5.93875578909089e-05,43.99999999999989,1.0999999999999901e-05
3937,5520,2010,Romania,Bioenergy,0.11048999999999902,0.182270313093514,948.3916880159401,0.0999509999999999
3938,5521,2010,Romania,Other renewables,0.0,0.0,,0.0
3939,5525,2010,Slovakia,Fossil,6.91,25.1969611079253,0.31939605110338204,0.0220000000000002
3940,5526,2010,Slovakia,Coal,3.57,13.0178221642971,-7.39299610894942,-0.285
3941,5527,2010,Slovakia,Hard Coal,1.395,5.08679605579679,-15.2490886998784,-0.250999999999999
3942,5528,2010,Slovakia,Lignite,2.175,7.93102610850037,-1.53915799004075,-0.0340000000000002
3943,5529,2010,Slovakia,Gas,2.206,8.04406602085141,11.979695431472,0.23600000000000002
3944,5530,2010,Slovakia,Other fossil,1.1340000000000001,4.13507292277674,6.67920978363123,0.0709999999999999
3945,5531,2010,Slovakia,Nuclear,14.574000000000002,53.1433446001307,3.50117179177615,0.493
3947,5533,2010,Slovakia,Hydro,5.255,19.162088367894,20.3188690438438,0.8874389999999979
3948,5535,2010,Slovakia,Wind,0.006,0.0218786927131044,0.0,0.0
3949,5536,2010,Slovakia,Solar,0.0169419999999999,0.061778135324236,inf,0.0169419999999999
3950,5537,2010,Slovakia,Bioenergy,0.662,2.41394909601252,23.2774674115456,0.125
3951,5538,2010,Slovakia,Other renewables,0.0,0.0,,0.0
3952,5542,2010,Slovenia,Fossil,5.848557,35.983923215356896,1.5842895612976997,0.0912129999999997
3953,5543,2010,Slovenia,Coal,5.287999999999999,32.5350314552474,3.03975058456742,0.155999999999999
3954,5544,2010,Slovenia,Hard Coal,0.45799999999999996,2.81789795886976,8.788598574821862,0.037000000000000005
3955,5545,2010,Slovenia,Lignite,4.83,29.717133496377603,2.52600297176819,0.11899999999999901
3956,5546,2010,Slovenia,Gas,0.5479999999999999,3.37163336563456,-7.588532883642481,-0.0449999999999999
3957,5547,2010,Slovenia,Other fossil,0.0125569999999999,0.0772583944749511,-61.176725204056304,-0.019787
3958,5548,2010,Slovenia,Nuclear,5.657,34.805346622982995,-1.42882035197768,-0.0819999999999998
3960,5550,2010,Slovenia,Hydro,4.517955000000001,27.7972405518896,-4.17075592379313,-0.196633999999999
3961,5552,2010,Slovenia,Wind,0.0,0.0,,0.0
3962,5553,2010,Slovenia,Solar,0.012861000000000001,0.07912878962669,223.62858580775003,0.008887
3963,5554,2010,Slovenia,Bioenergy,0.216877,1.3343608201436599,15.193443528511901,0.028605000000000002
3964,5555,2010,Slovenia,Other renewables,0.0,0.0,,0.0
3965,5559,2010,Spain,Fossil,138.395,46.4161668251938,-15.964830253754,-26.2919999999999
3966,5560,2010,Spain,Coal,25.334,8.49674605548944,-29.4514062935115,-10.5759999999999
3967,5561,2010,Spain,Hard Coal,25.334,8.49674605548944,-29.4514062935115,-10.5759999999999
3968,5562,2010,Spain,Lignite,0.0,0.0,,0.0
3969,5563,2010,Spain,Gas,94.851,31.811986267830896,-11.967961687672801,-12.8949999999999
3970,5564,2010,Spain,Other fossil,18.21,6.10743450187348,-13.4135324045456,-2.8209999999999904
3971,5565,2010,Spain,Nuclear,61.99,20.790766873758198,17.4920869581698,9.229
3973,5567,2010,Spain,Hydro,42.303999999999995,14.1882981420788,60.1756843739351,15.892999999999999
3974,5569,2010,Spain,Wind,44.271,14.8480083927754,16.1450271532387,6.154
3975,5570,2010,Spain,Solar,7.186199999999991,2.41017275218908,18.5059366754617,1.12219999999999
3976,5571,2010,Spain,Bioenergy,4.015,1.3465870140045,15.1089449541284,0.5269999999999989
3977,5572,2010,Spain,Other renewables,0.0,0.0,,0.0
3978,5576,2010,Sweden,Fossil,8.52988899999999,5.7462575915753495,84.406508142745,3.9042989999999906
3979,5577,2010,Sweden,Coal,1.022,0.6884820258024471,98.44660194174749,0.507
3980,5578,2010,Sweden,Hard Coal,1.022,0.6884820258024471,98.44660194174749,0.507
3981,5579,2010,Sweden,Lignite,0.0,0.0,,0.0
3982,5580,2010,Sweden,Gas,2.909,1.9596812260854297,86.11644273832371,1.3459999999999899
3983,5581,2010,Sweden,Other fossil,4.598889,3.09809433968746,80.519196574017,2.05129899999999
3984,5582,2010,Sweden,Nuclear,57.828,38.956495683076206,10.8389396814444,5.655
3986,5584,2010,Sweden,Hydro,66.397788,44.7296316937782,0.8292939023396779,0.5461039999999989
3987,5586,2010,Sweden,Wind,3.487,2.34905755770365,39.9839421918908,0.996
3988,5587,2010,Sweden,Solar,0.0086,0.00579348867113605,22.8571428571428,0.00159999999999999
3989,5588,2010,Sweden,Bioenergy,12.191233,8.21276398519534,6.3769359036893,0.730823
3990,5589,2010,Sweden,Other renewables,0.0,0.0,,0.0
3991,5593,2010,United Kingdom,Fossil,290.598054,76.6912487164653,4.25901016184504,11.871013
3992,5594,2010,United Kingdom,Coal,107.594,28.3949534445243,4.42268311383289,4.55699999999998
3993,5595,2010,United Kingdom,Hard Coal,107.594,28.3949534445243,4.42268311383289,4.55699999999998
3994,5596,2010,United Kingdom,Lignite,0.0,0.0,,0.0
3995,5597,2010,United Kingdom,Gas,175.65400000000002,46.3565547553253,5.49853152271184,9.155
3996,5598,2010,United Kingdom,Other fossil,7.350053999999999,1.9397405166156,-20.0302337896218,-1.84098699999999
3997,5599,2010,United Kingdom,Nuclear,62.14,16.3992639649305,-10.0697559987264,-6.95799999999999
3999,5601,2010,United Kingdom,Hydro,3.59133,0.947781922355555,-31.304749349453896,-1.636586
4000,5603,2010,United Kingdom,Wind,10.285639999999999,2.71446613144912,10.825029964533801,1.0046680000000001
4001,5604,2010,United Kingdom,Solar,0.040277,0.0106294360269634,101.385,0.020277
4002,5605,2010,United Kingdom,Bioenergy,12.262260000000001,3.2361126254684502,14.4366810034564,1.5469369999999898
4003,5606,2010,United Kingdom,Other renewables,0.001884,0.000497203303989849,201.44,0.001259
4004,5610,2011,Austria,Fossil,21.350445,34.2931598650667,-6.834797189253499,-1.5663139999999898
4005,5611,2011,Austria,Coal,5.4315430000000005,8.724163473547451,10.4324999776351,0.513115
4006,5612,2011,Austria,Hard Coal,5.4315430000000005,8.724163473547451,10.4324999776351,0.513115
4007,5613,2011,Austria,Lignite,0.0,0.0,,0.0
4008,5614,2011,Austria,Gas,12.436517,19.9755773542715,-13.3415505392306,-1.914671
4009,5615,2011,Austria,Other fossil,3.482385,5.593419037247711,-4.51745379876796,-0.164757999999999
4010,5616,2011,Austria,Nuclear,0.0,0.0,,0.0
4012,5618,2011,Austria,Hydro,34.237171000000004,54.991864498872204,-10.7556813629067,-4.1262469999999905
4013,5620,2011,Austria,Wind,1.9361959999999898,3.1099248263023402,-6.18814543629241,-0.127718
4014,5621,2011,Austria,Solar,0.17407,0.27959184633913503,95.9960816547127,0.085257
4015,5622,2011,Austria,Bioenergy,4.5596760000000005,7.323767631115309,1.76044692079129,0.07888200000000099
4016,5623,2011,Austria,Other renewables,0.001053,0.00169133230421732,-24.6781115879828,-0.00034500000000000004
4017,5627,2011,Belgium,Fossil,32.26835,36.315582591096295,-17.557745997833198,-6.872198
4018,5628,2011,Belgium,Coal,3.4760000000000004,3.91197458458988,-17.1789373361925,-0.721
4019,5629,2011,Belgium,Hard Coal,3.4760000000000004,3.91197458458988,-17.1789373361925,-0.721
4020,5630,2011,Belgium,Lignite,0.0,0.0,,0.0
4021,5631,2011,Belgium,Gas,25.438000000000002,28.628541278135,-19.0388287714831,-5.982
4022,5632,2011,Belgium,Other fossil,3.3543499999999904,3.77506672837142,-4.801921245290269,-0.16919800000000002
4023,5633,2011,Belgium,Nuclear,48.233999999999995,54.2837117701692,0.6048723510762459,0.289999999999999
4025,5635,2011,Belgium,Hydro,0.19599999999999898,0.22058314688711603,-37.1794871794871,-0.115999999999999
4026,5637,2011,Belgium,Wind,2.312,2.60198079389292,78.94736842105259,1.01999999999999
4027,5638,2011,Belgium,Solar,1.169,1.31562091179101,108.749999999999,0.609
4028,5639,2011,Belgium,Bioenergy,4.676033,5.26252078616328,7.9808508535415195,0.345605
4029,5640,2011,Belgium,Other renewables,0.0,0.0,,0.0
4030,5644,2011,Bulgaria,Fossil,29.750999999999998,59.556464386681604,19.1681278791654,4.785432
4031,5645,2011,Bulgaria,Coal,27.537,55.124411274110095,21.8127930637883,4.93099999999999
4032,5646,2011,Bulgaria,Hard Coal,4.453,8.914151991996679,-14.6771412147921,-0.7659999999999999
4033,5647,2011,Bulgaria,Lignite,23.084,46.2102592821134,32.7658595502386,5.69699999999999
4034,5648,2011,Bulgaria,Gas,2.077,4.15780231021268,5.61546816586051,0.11043199999999902
4035,5649,2011,Bulgaria,Other fossil,0.13699999999999998,0.274250802358757,-65.1399491094147,-0.256
4036,5650,2011,Bulgaria,Nuclear,16.314,32.6578656181077,6.98406452882156,1.06499999999999
4038,5652,2011,Bulgaria,Hydro,2.871581,5.74841892911067,-42.9261304292434,-2.15976
4039,5654,2011,Bulgaria,Wind,0.861095,1.72376638435849,26.3771906265181,0.179726
4040,5655,2011,Bulgaria,Solar,0.10086200000000001,0.20190864545626896,578.520013454423,0.0859969999999999
4041,5656,2011,Bulgaria,Bioenergy,0.055737,0.11157603628518199,58.1685064842929,0.0204979999999999
4042,5657,2011,Bulgaria,Other renewables,0.0,0.0,,0.0
4043,5661,2011,Croatia,Fossil,5.955,52.969734134630606,8.31211349581666,0.45699999999999896
4044,5662,2011,Croatia,Coal,2.582,22.966893960640803,8.25995807127883,0.19699999999999998
4045,5663,2011,Croatia,Hard Coal,2.5610000000000004,22.780098928428,8.37917900973339,0.19799999999999898
4046,5664,2011,Croatia,Lignite,0.021,0.186795032212803,-4.54545454545453,-0.000999999999999997
4047,5665,2011,Croatia,Gas,2.6210000000000004,23.3137990204646,2.6635330983157,0.068
4048,5666,2011,Croatia,Other fossil,0.752,6.689041153525139,34.2857142857142,0.191999999999999
4049,5667,2011,Croatia,Nuclear,0.0,0.0,,0.0
4051,5669,2011,Croatia,Hydro,5.0318869999999905,44.7586425836279,-44.8633018573003,-4.094316
4052,5671,2011,Croatia,Wind,0.201,1.78789530832254,44.5003594536304,0.0619
4053,5672,2011,Croatia,Solar,0.00013700000000000002,0.00121861521015019,14.1666666666666,1.7e-05
4054,5673,2011,Croatia,Bioenergy,0.054245,0.48250935820873797,64.1946908012228,0.021208
4055,5674,2011,Croatia,Other renewables,0.0,0.0,,0.0
4056,5678,2011,Cyprus,Fossil,4.751,96.3845742483788,-9.487521432653821,-0.49799999999999894
4057,5679,2011,Cyprus,Coal,0.0,0.0,,0.0
4058,5680,2011,Cyprus,Hard Coal,0.0,0.0,,0.0
4059,5681,2011,Cyprus,Lignite,0.0,0.0,,0.0
4060,5682,2011,Cyprus,Gas,0.0,0.0,,0.0
4061,5683,2011,Cyprus,Other fossil,4.751,96.3845742483788,-9.487521432653821,-0.49799999999999894
4062,5684,2011,Cyprus,Nuclear,0.0,0.0,,0.0
4064,5686,2011,Cyprus,Hydro,0.0,0.0,,0.0
4065,5688,2011,Cyprus,Wind,0.11466499999999902,2.32623388890556,261.434200157604,0.0829399999999999
4066,5689,2011,Cyprus,Solar,0.011937,0.242168525111113,86.71984983575778,0.0055439999999999994
4067,5690,2011,Cyprus,Bioenergy,0.0516099999999999,1.04702333760446,46.9365675891128,0.0164859999999999
4068,5691,2011,Cyprus,Other renewables,0.0,0.0,,0.0
4069,5695,2011,Czech Republic,Fossil,51.160495000000004,59.0161276158117,-0.32459266790044705,-0.16660400000000597
4070,5696,2011,Czech Republic,Coal,46.685,53.85342572905461,-0.458422174840089,-0.21500000000000302
4071,5697,2011,Czech Republic,Hard Coal,5.694,6.568306867328629,-6.03960396039603,-0.36599999999999894
4072,5698,2011,Czech Republic,Lignite,40.99100000000001,47.285118861726,0.369735553379024,0.150999999999996
4073,5699,2011,Czech Republic,Gas,1.413,1.62996445443192,2.7636363636363597,0.038
4074,5700,2011,Czech Republic,Other fossil,3.0624949999999904,3.53273743232518,0.34061804679335,0.0103959999999996
4075,5701,2011,Czech Republic,Nuclear,28.283,32.6258207110389,1.01792985213229,0.285
4077,5703,2011,Czech Republic,Hydro,1.963016,2.26443475122514,-29.627736268558102,-0.826458
4078,5705,2011,Czech Republic,Wind,0.397003,0.457962334255368,18.3342126363292,0.06151
4079,5706,2011,Czech Republic,Solar,2.1820180000000002,2.51706424552769,254.395145703603,1.566316
4080,5707,2011,Czech Republic,Bioenergy,2.703475,3.11859034214107,25.016936517999802,0.540988
4081,5708,2011,Czech Republic,Other renewables,0.0,0.0,,0.0
4082,5712,2011,Denmark,Fossil,21.048268,59.746787324043595,-20.371001037418498,-5.38465
4083,5713,2011,Denmark,Coal,13.975999999999999,39.6717249913785,-17.8172409737739,-3.0299999999999905
4084,5714,2011,Denmark,Hard Coal,13.975999999999999,39.6717249913785,-17.8172409737739,-3.0299999999999905
4085,5715,2011,Denmark,Lignite,0.0,0.0,,0.0
4086,5716,2011,Denmark,Gas,5.8420000000000005,16.5828718803401,-26.1254425897825,-2.066
4087,5717,2011,Denmark,Other fossil,1.2302680000000001,3.4921904523249303,-19.003659183708397,-0.28865
4088,5718,2011,Denmark,Nuclear,0.0,0.0,,0.0
4090,5720,2011,Denmark,Hydro,0.0168679999999999,0.0478808426699036,-18.2831121015405,-0.003774
4091,5722,2011,Denmark,Wind,9.774184,27.744615030275604,25.1588657905796,1.964762
4092,5723,2011,Denmark,Solar,0.01494,0.0424080975508869,147.884519661523,0.008912999999999999
4093,5724,2011,Denmark,Bioenergy,4.374861,12.4183087054598,-4.751183681040669,-0.21822600000000003
4094,5725,2011,Denmark,Other renewables,0.0,0.0,,0.0
4095,5729,2011,Estonia,Fossil,11.714,90.850429511421,-1.72818791946309,-0.20600000000000102
4096,5730,2011,Estonia,Coal,0.0,0.0,,0.0
4097,5731,2011,Estonia,Hard Coal,0.0,0.0,,0.0
4098,5732,2011,Estonia,Lignite,0.0,0.0,,0.0
4099,5733,2011,Estonia,Gas,0.25,1.93892840855858,-17.4917491749174,-0.0529999999999999
4100,5734,2011,Estonia,Other fossil,11.464,88.91150110286242,-1.31703537918568,-0.153
4101,5735,2011,Estonia,Nuclear,0.0,0.0,,0.0
4103,5737,2011,Estonia,Hydro,0.030027999999999996,0.232888569008788,11.7071537517205,0.003147
4104,5739,2011,Estonia,Wind,0.368659,2.8592136326831903,33.0937355591497,0.0916670000000001
4105,5740,2011,Estonia,Solar,0.0,0.0,,0.0
4106,5741,2011,Estonia,Bioenergy,0.781032999999999,6.05746828688694,5.5435737354900505,0.0410229999999999
4107,5742,2011,Estonia,Other renewables,0.0,0.0,,0.0
4108,5780,2011,Finland,Fossil,25.83483,35.2942574765471,-22.5748637963464,-7.532667
4109,5781,2011,Finland,Coal,9.776,13.35548409224,-32.769410632006,-4.765
4110,5782,2011,Finland,Hard Coal,9.776,13.35548409224,-32.769410632006,-4.765
4111,5783,2011,Finland,Lignite,0.0,0.0,,0.0
4112,5784,2011,Finland,Gas,9.447000000000001,12.9060206852896,-16.1161427810335,-1.815
4113,5785,2011,Finland,Other fossil,6.61183,9.032752699017509,-12.593923958195699,-0.9526669999999989
4114,5786,2011,Finland,Nuclear,23.186999999999998,31.6769240637038,1.6973684210526299,0.387
4116,5788,2011,Finland,Hydro,12.445039,17.0017921841045,-3.6910325140222002,-0.47695499999999796
4117,5790,2011,Finland,Wind,0.48139299999999896,0.657655130279837,63.5627571631947,0.187075999999999
4118,5791,2011,Finland,Solar,0.0053,0.0072405959174378,11.837940493775001,0.000560999999999999
4119,5792,2011,Finland,Bioenergy,11.244833,15.3621305494471,2.46595337032793,0.270618999999999
4120,5793,2011,Finland,Other renewables,0.0,0.0,,0.0
4121,5797,2011,France,Fossil,59.3914,10.459822046922099,3.0669226960595397,1.7672869999999998
4122,5798,2011,France,Coal,17.807444,3.13618967309293,-23.7662399931503,-5.551555999999991
4123,5799,2011,France,Hard Coal,17.807444,3.13618967309293,-23.7662399931503,-5.551555999999991
4124,5800,2011,France,Lignite,0.0,0.0,,0.0
4125,5801,2011,France,Gas,29.489144,5.1935330461323,24.123006987120103,5.7311440000000005
4126,5802,2011,France,Other fossil,12.094812,2.13009932769691,15.1107064328707,1.5876989999999898
4127,5803,2011,France,Nuclear,442.387763,77.911907729334,3.23595879781855,13.866763
4129,5805,2011,France,Hydro,45.744622,8.05639546674636,-27.057911521831002,-16.968995
4130,5807,2011,France,Wind,12.371621000000001,2.1788500370754798,24.4005373559953,2.426631
4131,5808,2011,France,Solar,2.333802,0.41102169022368495,276.419677419354,1.7138019999999898
4132,5809,2011,France,Bioenergy,5.036348,0.886985385870215,13.405719432560199,0.595348
4133,5810,2011,France,Other renewables,0.539515,0.0950176438279819,13.2490338940001,0.0631179999999999
4134,5814,2011,Germany,Fossil,375.4,61.794238683127496,-1.4698162729658797,-5.600000000000019
4135,5815,2011,Germany,Coal,262.5,43.2098765432098,-0.15214910612398802,-0.39999999999997704
4136,5816,2011,Germany,Hard Coal,112.4,18.5020576131687,-3.9316239316239203,-4.599999999999991
4137,5817,2011,Germany,Lignite,150.1,24.707818930041103,2.87868403015763,4.19999999999998
4138,5818,2011,Germany,Gas,86.1,14.1728395061728,-3.58342665173572,-3.2
4139,5819,2011,Germany,Other fossil,26.8,4.411522633744849,-6.94444444444444,-2.0
4140,5820,2011,Germany,Nuclear,108.0,17.777777777777697,-23.186344238975803,-32.5999999999999
4142,5822,2011,Germany,Hydro,17.7,2.9135802469135803,-15.714285714285701,-3.3
4143,5824,2011,Germany,Wind,49.9,8.21399176954732,29.2746113989637,11.2999999999999
4144,5825,2011,Germany,Solar,19.6,3.22633744855967,67.52136752136751,7.9
4145,5826,2011,Germany,Bioenergy,36.9,6.074074074074071,8.849557522123881,3.0
4146,5827,2011,Germany,Other renewables,0.0,0.0,,0.0
